"nota1","nota2","nota3","final","media","periodo","coddisciplina","disciplina","matricula","situacao","vez"
8.7,8.75,8.5,-1,8.7,20112,1411180,"Lab. de Programação I","110210107","A",2
8.7,8.75,8.5,-1,8.6,20112,1411167,"Programação I","110210107","A",2
6.6,6,6.1,6,6.1,20122,1109113,"Matemática Discreta","110210107","A",2
4.95,6.25,6.7,4.5,5.1,20121,1411179,"Lab. de Estruturas de Dados e Algoritmos","110210108","A",2
2,4.6,6,0.5,2.7,20121,1109113,"Matemática Discreta","110210108","R",2
5.5,5.25,5.6,7.5,6.4,20121,1411172,"Estruturas de Dados e Algoritmos","110210108","A",2
6,6.25,5.9,2,4.2,20112,1411179,"Lab. de Estruturas de Dados e Algoritmos","110210108","R",1
6.2,5,3.2,2.5,3.9,20112,1109113,"Matemática Discreta","110210108","R",1
4,5.9,5.9,2,3.8,20112,1411172,"Estruturas de Dados e Algoritmos","110210108","R",1
0,0,0,-1,0,20111,1109053,"Cálculo Diferencial e Integral II","110210109","R",1
3.5,1,4,-1,2.8,20111,1109035,"Álgebra Vetorial e Geometria Analítica","110210109","R",1
3.8,1.4,3.7,-1,3,20111,1411176,"Gerência da Informação","110210109","R",1
0,0,0,-1,0,20112,1109053,"Cálculo Diferencial e Integral II","110210109","R",2
0,1,3,-1,1.3,20112,1109035,"Álgebra Vetorial e Geometria Analítica","110210109","R",2
2.8,4.7,5.9,3.5,4.1,20112,1411176,"Gerência da Informação","110210109","R",2
8,5,2,1,3.4,20121,1114107,"Probabilidade e Estatística","110210110","R",2
7,5,5.75,6,6.2,20122,1114107,"Probabilidade e Estatística","110210110","A",3
7.4,1.9,2.7,3.6,3.8,20112,1114107,"Probabilidade e Estatística","110210110","R",1
5.5,2,3.8,-1,3.8,20121,1109053,"Cálculo Diferencial e Integral II","110210111","R",1
0,0.1,0,-1,0,20121,1108089,"Fundamentos de Física Clássica","110210111","R",1
6.2,6.1,4.2,8,6.7,20121,1411168,"Programação II","110210111","A",2
5.25,4.5,4.8,5.7,5,20121,1411181,"Lab. de Programação II","110210111","A",2
5,0.2,0.2,-1,1.8,20111,1109103,"Cálculo Diferencial e Integral I","110210111","R",1
3.2,6.6,0,-1,3.3,20122,1411176,"Gerência da Informação","110210111","R",2
1.4,4.4,2.4,-1,2.7,20111,1109113,"Matemática Discreta","110210111","R",1
5,8.5,4,4,5.1,20122,1109053,"Cálculo Diferencial e Integral II","110210111","A",2
3,4.3,1.5,-1,2.9,20122,1108089,"Fundamentos de Física Clássica","110210111","R",2
4.3,4.3,4.3,2.4,3.5,20112,1411168,"Programação II","110210111","R",1
2.1,2.1,1.05,-1,2.1,20112,1411181,"Lab. de Programação II","110210111","R",1
8,9.6,5.8,-1,7.8,20112,1109103,"Cálculo Diferencial e Integral I","110210111","A",2
4,2.5,6.3,1.4,3.1,20112,1411176,"Gerência da Informação","110210111","R",1
5.4,7.3,6.3,3.3,5.1,20121,1109113,"Matemática Discreta","110210111","A",2
7,7.8,7.4,-1,7.4,20121,1411170,"Teoria dos Grafos","110210113","A",2
8,8,5.9,-1,7.6,20121,1411168,"Programação II","110210113","A",2
5.6,6.9,6.6,5.9,6.3,20121,1411181,"Lab. de Programação II","110210113","A",2
0.8,4.8,0.2,-1,1.9,20111,1109103,"Cálculo Diferencial e Integral I","110210113","R",1
3.5,6,3.5,1.5,3.5,20112,1411170,"Teoria dos Grafos","110210113","R",1
5.1,5.1,5.1,2.3,4,20112,1411168,"Programação II","110210113","R",1
3.2,3.2,1.6,-1,3.2,20112,1411181,"Lab. de Programação II","110210113","R",1
8.4,5.5,8.3,-1,7.4,20112,1109103,"Cálculo Diferencial e Integral I","110210113","A",2
0,6,2.5,-1,2.8,20111,1109053,"Cálculo Diferencial e Integral II","110210114","R",1
7.5,4.5,8,6,6.4,20121,1109053,"Cálculo Diferencial e Integral II","110210114","A",3
5,3,6,3.5,4.2,20112,1109053,"Cálculo Diferencial e Integral II","110210114","R",2
1.5,5.3,0.2,-1,2.3,20111,1109103,"Cálculo Diferencial e Integral I","110210115","R",1
0,3,0.5,-1,1.2,20111,1109035,"Álgebra Vetorial e Geometria Analítica","110210115","R",1
5.9,5.1,4.7,4.7,5,20121,1109103,"Cálculo Diferencial e Integral I","110210115","A",2
3,6,0,-1,3,20121,1109035,"Álgebra Vetorial e Geometria Analítica","110210115","R",2
5,9,8,-1,7.3,20122,1109053,"Cálculo Diferencial e Integral II","110210118","A",2
0,0,0,-1,0,20121,1108089,"Fundamentos de Física Clássica","110210118","R",2
9.5,5,7.3,-1,7.3,20121,1411170,"Teoria dos Grafos","110210118","A",2
5.9,0,0,-1,2,20122,1109049,"Álgebra Linear","110210118","R",2
3,0,0,-1,1.1,20121,1411181,"Lab. de Programação II","110210118","R",2
3,0.5,0,-1,1.2,20112,1109053,"Cálculo Diferencial e Integral II","110210118","R",1
6.5,0,4.5,-1,3.7,20112,1108089,"Fundamentos de Física Clássica","110210118","R",1
2.5,5.5,2.4,-1,2.4,20112,1411170,"Teoria dos Grafos","110210118","R",1
1,0,0,-1,0.3,20112,1109049,"Álgebra Linear","110210118","R",1
0.2,0.2,0.1,-1,0.2,20112,1411181,"Lab. de Programação II","110210118","R",1
1.5,3.9,0.2,-1,1.9,20111,1109103,"Cálculo Diferencial e Integral I","110210124","R",1
8,3.8,0.2,3.7,3.9,20112,1109103,"Cálculo Diferencial e Integral I","110210124","R",2
4.1,1.6,0,-1,1.9,20111,1109049,"Álgebra Linear","110210126","R",1
4.3,1.3,0,-1,1.9,20122,1109049,"Álgebra Linear","110210126","R",3
8.83333333333,5.66666666667,2.03333333333,3,4.5,20111,1411182,"Lab. de Organização e Arquitetura de Computadores","110210126","R",1
5.5,0.5,0,-1,2,20111,1114107,"Probabilidade e Estatística","110210126","R",1
2.25,2.25,2.75,-1,2.5,20122,1114107,"Probabilidade e Estatística","110210126","R",3
7,2.5,0,-1,3.2,20112,1109049,"Álgebra Linear","110210126","R",2
8.9,6.7,5.4,-1,7,20112,1411182,"Lab. de Organização e Arquitetura de Computadores","110210126","A",2
4.6,0,3.1,-1,2.6,20112,1114107,"Probabilidade e Estatística","110210126","R",2
2,4,1.5,-1,2.5,20111,1109053,"Cálculo Diferencial e Integral II","110210129","R",1
4,1,4,-1,3,20121,1109053,"Cálculo Diferencial e Integral II","110210129","R",2
2.7,3,1,-1,2.2,20111,1108089,"Fundamentos de Física Clássica","110210129","R",1
7.1,4.8,1.9,4.5,4.6,20111,1109113,"Matemática Discreta","110210129","R",1
2.5,7.5,7,9,7,20122,1109053,"Cálculo Diferencial e Integral II","110210129","A",3
2.5,1,4,-1,2.5,20112,1108089,"Fundamentos de Física Clássica","110210129","R",2
7.1,6.1,8.8,-1,7.3,20112,1109113,"Matemática Discreta","110210129","A",2
7.9,7.9,5.9,-1,7.5,20121,1411168,"Programação II","110210130","A",2
1,0.5,1.5,-1,1,20111,1109049,"Álgebra Linear","110210130","R",1
8,6.2,4.8,5.6,6,20121,1411181,"Lab. de Programação II","110210130","A",2
2,4.8,0.2,-1,2.3,20111,1109103,"Cálculo Diferencial e Integral I","110210130","R",1
4.7,6,8.4,4.5,5.6,20121,1109113,"Matemática Discreta","110210130","A",2
1.9,1.9,1.9,-1,1.9,20112,1411168,"Programação II","110210130","R",1
1.5,0.5,0.5,-1,0.8,20112,1109049,"Álgebra Linear","110210130","R",2
0.25,0,1.15,-1,0.6,20112,1411181,"Lab. de Programação II","110210130","R",1
7,5.7,5.5,5,5.7,20121,1109103,"Cálculo Diferencial e Integral I","110210130","A",2
3.5,3.9,3.7,-1,3.7,20112,1109113,"Matemática Discreta","110210130","R",1
2,3,0.5,-1,1.8,20111,1109053,"Cálculo Diferencial e Integral II","110210380","R",1
4.5,3,4.5,4,4,20121,1109053,"Cálculo Diferencial e Integral II","110210380","R",3
4.5,6,3,6,5.1,20122,1109053,"Cálculo Diferencial e Integral II","110210380","A",4
4.5,3.4,4.8,3,4,20111,1411181,"Lab. de Programação II","110210380","R",1
7.55,4.1,4.8,5.6,5.5,20121,1411181,"Lab. de Programação II","110210380","A",3
2,3,4,-1,3,20112,1109053,"Cálculo Diferencial e Integral II","110210380","R",2
4,4,2,3.2,3.7,20112,1411181,"Lab. de Programação II","110210380","R",2
6.4,6.4,5.3,5.8,6,20121,1411168,"Programação II","110210381","A",2
6.3,4.75,4.05,4.1,5,20121,1411181,"Lab. de Programação II","110210381","A",2
3.5,3,0.2,-1,2.2,20111,1109103,"Cálculo Diferencial e Integral I","110210381","R",1
3.6,3.6,3.6,-1,3.6,20112,1411168,"Programação II","110210381","R",1
1.85,1.1,2.1,-1,1.7,20112,1411181,"Lab. de Programação II","110210381","R",1
7.1,5.5,1.5,5.5,5,20121,1109103,"Cálculo Diferencial e Integral I","110210381","A",2
2,0,0,-1,0.7,20111,1109103,"Cálculo Diferencial e Integral I","110210382","R",1
1,0.5,0,-1,0.5,20111,1109035,"Álgebra Vetorial e Geometria Analítica","110210382","R",1
5.8,2.6,4.5,6.5,5.2,20112,1109103,"Cálculo Diferencial e Integral I","110210382","A",2
5.3,8.7,5.8,6.5,6.6,20112,1109035,"Álgebra Vetorial e Geometria Analítica","110210382","A",2
0,0,0,-1,0,20121,1108089,"Fundamentos de Física Clássica","110210384","R",1
6.2,7.1,7.05,4.5,5.8,20122,1411168,"Programação II","110210384","A",2
1.9,0,1.35,-1,1.2,20121,1411181,"Lab. de Programação II","110210384","R",2
4.3,7.4,8,3.5,5.1,20122,1411181,"Lab. de Programação II","110210384","A",3
2,6,4,4.3,4.1,20111,1109103,"Cálculo Diferencial e Integral I","110210384","R",1
2.5,2.5,0,-1,1.7,20111,1109035,"Álgebra Vetorial e Geometria Analítica","110210384","R",1
3.6,6.3,5.5,3.5,4.5,20121,1109113,"Matemática Discreta","110210384","R",1
4.5,4,3.5,-1,2.4,20122,1108089,"Fundamentos de Física Clássica","110210384","R",2
1.9,1.9,1.9,-1,1.9,20112,1411168,"Programação II","110210384","R",1
0.6,0,1.15,-1,0.7,20112,1411181,"Lab. de Programação II","110210384","R",1
8.7,8.1,2,7.1,6.6,20112,1109103,"Cálculo Diferencial e Integral I","110210384","A",2
8.6,2.5,10,-1,7,20112,1109035,"Álgebra Vetorial e Geometria Analítica","110210384","A",2
5.8,4.4,2.6,8,5.8,20122,1109113,"Matemática Discreta","110210384","A",2
2.5,2.5,2.5,-1,2.5,20111,1411168,"Programação II","110210385","R",1
2.4,2.4,1.2,-1,2.4,20111,1411181,"Lab. de Programação II","110210385","R",1
5.5,2,2,-1,3.2,20111,1109035,"Álgebra Vetorial e Geometria Analítica","110210385","R",1
7,7,7,-1,7,20112,1411168,"Programação II","110210385","A",2
4.3,4.4,5.4,5.8,5.1,20112,1411181,"Lab. de Programação II","110210385","A",2
8,5,1,6,5.2,20121,1109035,"Álgebra Vetorial e Geometria Analítica","110210385","A",2
6.55,8.75,9.1,-1,7.8,20121,1411179,"Lab. de Estruturas de Dados e Algoritmos","110210386","A",2
3,0.5,0.2,-1,1.2,20111,1109103,"Cálculo Diferencial e Integral I","110210386","R",1
0,0,0,-1,0,20111,1109035,"Álgebra Vetorial e Geometria Analítica","110210386","R",1
8.6,7.6,7.75,-1,8.2,20121,1411172,"Estruturas de Dados e Algoritmos","110210386","A",2
3.65,6,6.45,-1,2.5,20112,1411179,"Lab. de Estruturas de Dados e Algoritmos","110210386","R",1
7.5,1.5,5.7,7.1,5.8,20121,1109103,"Cálculo Diferencial e Integral I","110210386","A",2
8,7.5,4,3.5,5.3,20112,1109035,"Álgebra Vetorial e Geometria Analítica","110210386","A",2
3,3.5,2.25,-1,2.6,20112,1411172,"Estruturas de Dados e Algoritmos","110210386","R",1
3.6,7.2,1.3,-1,2.6,20111,1411180,"Lab. de Programação I","110210387","R",1
7.2,3.6,1.3,0,2.9,20111,1411167,"Programação I","110210387","R",1
2,1.2,1,-1,1.4,20111,1109103,"Cálculo Diferencial e Integral I","110210387","R",1
2.3,2.7,1.5,-1,2.2,20111,1109035,"Álgebra Vetorial e Geometria Analítica","110210387","R",1
8.6,9.1,8.95,-1,8.7,20112,1411180,"Lab. de Programação I","110210387","A",2
8.6,9.1,8.95,-1,8.7,20112,1411167,"Programação I","110210387","A",2
1.5,1.7,0.3,-1,1.2,20121,1109103,"Cálculo Diferencial e Integral I","110210387","R",2
2.5,5,9.5,6.5,6,20112,1109035,"Álgebra Vetorial e Geometria Analítica","110210387","A",2
5.8,7,8.1,-1,7,20121,1109053,"Cálculo Diferencial e Integral II","110210388","A",2
5.4,5.9,6.3,2.9,4.7,20111,1109113,"Matemática Discreta","110210388","R",1
0.5,5.5,0,-1,2,20112,1109053,"Cálculo Diferencial e Integral II","110210388","R",1
4.4,7.6,9.8,-1,7.3,20112,1109113,"Matemática Discreta","110210388","A",2
3,4.5,0.5,-1,2.7,20111,1109053,"Cálculo Diferencial e Integral II","110210390","R",1
6.3,8.9,1.5,6,5.8,20122,1109049,"Álgebra Linear","110210390","A",2
2.9,6.5,8.2,5.1,5.6,20122,1109053,"Cálculo Diferencial e Integral II","110210390","A",2
4.5,6,2.3,4.3,4.3,20112,1109049,"Álgebra Linear","110210390","R",1
4,4,3.2,-1,3.7,20121,1109053,"Cálculo Diferencial e Integral II","110210391","R",2
6,6.6,4.6,3.9,5,20122,1109053,"Cálculo Diferencial e Integral II","110210391","A",3
3.8,0,0,-1,1.3,20111,1109049,"Álgebra Linear","110210391","R",1
1.5,4.5,0,-1,2,20112,1109053,"Cálculo Diferencial e Integral II","110210391","R",1
9,5.5,6.5,-1,7,20122,1109049,"Álgebra Linear","110210391","A",2
3.5,2,7.8,3.6,4.1,20121,1109053,"Cálculo Diferencial e Integral II","110210392","R",2
6,7,4,4,5,20122,1109053,"Cálculo Diferencial e Integral II","110210392","A",3
0,0.1,0,-1,0,20121,1108089,"Fundamentos de Física Clássica","110210392","R",2
1.6,6.3,6.3,0.6,2.8,20111,1411180,"Lab. de Programação I","110210392","R",1
1,0,0,-1,0.3,20111,1109049,"Álgebra Linear","110210392","R",1
6.3,1.6,6.3,0.6,3.1,20111,1411167,"Programação I","110210392","R",1
1.9,6.2,6.8,3.2,4.3,20111,1411176,"Gerência da Informação","110210392","R",1
1.5,5.6,6.7,3.5,4.2,20121,1109113,"Matemática Discreta","110210392","R",1
1,0,0,-1,0.3,20112,1109053,"Cálculo Diferencial e Integral II","110210392","R",1
5.5,1,3.5,-1,3.3,20112,1108089,"Fundamentos de Física Clássica","110210392","R",1
7.5,8,1.6,3.8,5,20112,1411180,"Lab. de Programação I","110210392","A",2
3,1,1,-1,1.7,20112,1109049,"Álgebra Linear","110210392","R",2
7.5,8,1.6,3.8,5,20112,1411167,"Programação I","110210392","A",2
1.8,3.7,6.5,0.9,2.8,20122,1411176,"Gerência da Informação","110210392","R",2
3.5,6.5,7.3,1,3.9,20122,1109113,"Matemática Discreta","110210392","R",2
8.4,8.3,7.9,-1,8.3,20121,1411168,"Programação II","110210393","A",2
7.65,8.3,7.95,-1,8,20121,1411181,"Lab. de Programação II","110210393","A",2
0,0.5,0,-1,0.2,20111,1109035,"Álgebra Vetorial e Geometria Analítica","110210393","R",1
4.5,4.5,4.5,1.2,3.2,20112,1411168,"Programação II","110210393","R",1
4.6,4.6,2.3,3.8,4.3,20112,1411181,"Lab. de Programação II","110210393","R",1
6.3,10,6,-1,7.4,20112,1109035,"Álgebra Vetorial e Geometria Analítica","110210393","A",2
1.5,2.5,0,-1,1.3,20111,1109053,"Cálculo Diferencial e Integral II","110210394","R",1
4.5,3.5,4,4.5,4.2,20111,1108089,"Fundamentos de Física Clássica","110210394","R",1
6.5,4,4.5,5,5,20121,1108089,"Fundamentos de Física Clássica","110210394","A",3
6.1,7.8,7,-1,7,20121,1411170,"Teoria dos Grafos","110210394","A",2
4.7,4.7,6.7,6,5.5,20121,1411168,"Programação II","110210394","A",2
3.3,4.9,8.3,2.5,4.3,20121,1109113,"Matemática Discreta","110210394","R",2
4.3,4.4,7.5,5.2,5.3,20122,1109113,"Matemática Discreta","110210394","A",3
0.1,2.3,0,-1,0.8,20112,1109053,"Cálculo Diferencial e Integral II","110210394","R",2
4,5,5.5,3,4.1,20112,1108089,"Fundamentos de Física Clássica","110210394","R",2
4.3,5.5,3.9,2.5,3.9,20112,1411170,"Teoria dos Grafos","110210394","R",1
1.4,1.4,1.4,-1,1.4,20112,1411168,"Programação II","110210394","R",1
3.7,6.5,7,2,4.2,20112,1109113,"Matemática Discreta","110210394","R",1
3.5,0,0,-1,1.2,20111,1108089,"Fundamentos de Física Clássica","110210395","R",1
4.8,2.6,2.5,3.5,4,20121,1411179,"Lab. de Estruturas de Dados e Algoritmos","110210395","R",1
3.5,5.5,6.35,3.5,4.3,20121,1411172,"Estruturas de Dados e Algoritmos","110210395","R",1
0,1,0,-1,0.3,20112,1108089,"Fundamentos de Física Clássica","110210395","R",2
7.6,7.8,8.2,-1,7.9,20122,1411179,"Lab. de Estruturas de Dados e Algoritmos","110210395","A",2
6.25,9.25,8.55,-1,7.4,20122,1411172,"Estruturas de Dados e Algoritmos","110210395","A",2
0.8,3,2,-1,1.8,20111,1411180,"Lab. de Programação I","110210396","R",1
0.8,3,2,-1,2,20111,1411167,"Programação I","110210396","R",1
8,0,7.5,-1,3.1,20111,1305020,"RelaÃ§Ãµes Humanas","110210396","R",1
3.85,3.25,1.85,-1,2.7,20112,1411180,"Lab. de Programação I","110210396","R",2
3.85,3.25,1.85,-1,2.7,20112,1411167,"Programação I","110210396","R",2
7,7,8,-1,7.3,20112,1305020,"RelaÃ§Ãµes Humanas","110210396","A",2
6,6.5,2,1,3.3,20121,1114107,"Probabilidade e Estatística","110210397","R",2
5.5,5.75,6,6.5,6.1,20122,1114107,"Probabilidade e Estatística","110210397","A",3
5.7,0.8,3,-1,3.2,20112,1114107,"Probabilidade e Estatística","110210397","R",1
1.8,4.4,7.3,-1,3.8,20111,1411180,"Lab. de Programação I","110210495","R",1
1.8,4.4,7.3,1,2.9,20111,1411167,"Programação I","110210495","R",1
0.2,1,0.2,-1,0.5,20111,1109103,"Cálculo Diferencial e Integral I","110210495","R",1
0.5,0,0,-1,0.2,20111,1109035,"Álgebra Vetorial e Geometria Analítica","110210495","R",1
7.6,7.2,2.2,5.1,5.9,20112,1411180,"Lab. de Programação I","110210495","A",2
7.6,7.2,2.2,5.1,5.8,20112,1411167,"Programação I","110210495","A",2
5.9,4,3.5,6.5,5.3,20112,1109103,"Cálculo Diferencial e Integral I","110210495","A",2
6.1,2,6,5.5,5,20112,1109035,"Álgebra Vetorial e Geometria Analítica","110210495","A",2
5.5,6,5.1,4,5.1,20121,1411170,"Teoria dos Grafos","110210557","A",2
3,3,5.3,-1,3.5,20121,1411168,"Programação II","110210557","R",1
5.15,8.2,1.5,-1,2.9,20121,1411181,"Lab. de Programação II","110210557","R",1
0.5,2.5,0,-1,1,20111,1109035,"Álgebra Vetorial e Geometria Analítica","110210557","R",1
3,6,3.1,1,3.1,20112,1411170,"Teoria dos Grafos","110210557","R",1
4.75,6.4,6.2,1.5,4,20122,1411168,"Programação II","110210557","R",2
3.55,5.2,5.9,4.3,4.5,20122,1411181,"Lab. de Programação II","110210557","R",2
6.3,9.5,7,-1,7.6,20112,1109035,"Álgebra Vetorial e Geometria Analítica","110210557","A",2
0,5.5,1.5,-1,2.3,20111,1109053,"Cálculo Diferencial e Integral II","110210560","R",1
5.05,4.1,3.65,5,4.6,20121,1411181,"Lab. de Programação II","110210560","R",2
2.5,6.6,4,2.3,3.6,20111,1411176,"Gerência da Informação","110210560","R",1
1.5,7.3,3.5,6.5,5.1,20112,1109053,"Cálculo Diferencial e Integral II","110210560","A",2
4.65,3.4,4.85,4.8,4.6,20112,1411181,"Lab. de Programação II","110210560","R",1
5.3,2.4,6,3.4,4.1,20122,1411176,"Gerência da Informação","110210560","R",2
2.5,2.5,0,-1,1.7,20111,1109053,"Cálculo Diferencial e Integral II","110210580","R",1
7,4.5,0,-1,3.8,20111,1108089,"Fundamentos de Física Clássica","110210580","R",1
2.2,0,0,-1,0.7,20121,1411181,"Lab. de Programação II","110210580","R",2
3.5,3.5,0,-1,2.3,20112,1109053,"Cálculo Diferencial e Integral II","110210580","R",2
2.5,5,6.5,6,5.2,20112,1108089,"Fundamentos de Física Clássica","110210580","A",2
0.4,0.4,0.2,-1,0.4,20112,1411181,"Lab. de Programação II","110210580","R",1
1.1,4.1,4.4,-1,2.8,20111,1411180,"Lab. de Programação I","110210613","R",1
1.1,4.1,4.4,-1,3.1,20111,1411167,"Programação I","110210613","R",1
1,1.5,0,-1,0.8,20111,1109103,"Cálculo Diferencial e Integral I","110210613","R",1
3.35,3.75,4,-1,3.3,20112,1411180,"Lab. de Programação I","110210613","R",2
3.35,3.75,4,-1,3.4,20112,1411167,"Programação I","110210613","R",2
0,1,0.2,-1,0.4,20112,1109103,"Cálculo Diferencial e Integral I","110210613","R",2
4,1.8,1.8,-1,2.5,20111,1109103,"Cálculo Diferencial e Integral I","110210614","R",1
4,0.5,3,-1,2.5,20112,1109103,"Cálculo Diferencial e Integral I","110210614","R",2
7.3,7.3,7,-1,7.2,20121,1411168,"Programação II","110210615","A",2
3.5,7.5,2,4,4.2,20121,1109035,"Álgebra Vetorial e Geometria Analítica","110210615","R",2
5.6,6.4,3,3,4.2,20111,1411176,"Gerência da Informação","110210615","R",1
3,3,3,-1,3,20112,1411168,"Programação II","110210615","R",1
3,5,0.5,-1,2.8,20112,1109035,"Álgebra Vetorial e Geometria Analítica","110210615","R",1
4.6,5,6,4.6,5,20112,1411176,"Gerência da Informação","110210615","A",2
4,3.1,2.8,-1,3.3,20121,1109103,"Cálculo Diferencial e Integral I","110210639","R",2
7.8,6.8,5.5,-1,4,20111,1411176,"Gerência da Informação","110210639","R",1
0,0.2,0.5,-1,0.2,20112,1109103,"Cálculo Diferencial e Integral I","110210639","R",1
7.3,5.7,6.5,3.9,5.5,20112,1411176,"Gerência da Informação","110210639","A",2
4,2,5,-1,3.7,20121,1114107,"Probabilidade e Estatística","111110060","R",1
4,4.5,5.25,5.5,5,20122,1114107,"Probabilidade e Estatística","111110060","A",2
0,7,2,-1,3,20121,1108089,"Fundamentos de Física Clássica","111110063","R",1
4.9,8.7,4.9,7.8,6.8,20121,1109113,"Matemática Discreta","111110063","A",2
6,9,6,-1,7,20122,1108089,"Fundamentos de Física Clássica","111110063","A",2
3.3,3,2.5,-1,2.9,20112,1109113,"Matemática Discreta","111110063","R",1
5.5,4.5,2,4,4,20121,1109053,"Cálculo Diferencial e Integral II","111110064","R",1
1,4,2.2,-1,2.4,20121,1108089,"Fundamentos de Física Clássica","111110064","R",1
8,8,5,-1,7.4,20121,1411168,"Programação II","111110064","A",2
6.1,3.5,6.4,7.7,6.4,20121,1411181,"Lab. de Programação II","111110064","A",2
5.3,5.5,2.5,2,3.4,20111,1109103,"Cálculo Diferencial e Integral I","111110064","R",1
2,4.2,5.8,3.7,3.9,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110064","R",1
4.2,5,7,4.5,5,20122,1109053,"Cálculo Diferencial e Integral II","111110064","A",2
7,5.9,6.3,6.3,6.4,20122,1108089,"Fundamentos de Física Clássica","111110064","A",2
4.9,4.9,4.9,2.7,4,20112,1411168,"Programação II","111110064","R",1
4.1,4.1,2.05,3,3.7,20112,1411181,"Lab. de Programação II","111110064","R",1
4,7.5,3.3,7.2,5.8,20112,1109103,"Cálculo Diferencial e Integral I","111110064","A",2
9.5,8.2,3.5,-1,7.1,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110064","A",2
7.1,7.1,6.7,-1,7,20121,1411168,"Programação II","111110069","A",2
5.75,8.3,6.2,-1,7,20121,1411181,"Lab. de Programação II","111110069","A",2
0.6,0.5,0,-1,0.4,20111,1109103,"Cálculo Diferencial e Integral I","111110069","R",1
6,3,3,4,4,20121,1109103,"Cálculo Diferencial e Integral I","111110069","R",3
2,4.4,0.7,-1,2.4,20122,1109103,"Cálculo Diferencial e Integral I","111110069","R",4
5.5,2.3,2.5,-1,3.4,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110069","R",1
4.5,4.5,4.5,3,3.9,20112,1411168,"Programação II","111110069","R",1
3.8,3.8,1.9,-1,3.8,20112,1411181,"Lab. de Programação II","111110069","R",1
6,2,2.5,-1,3.5,20112,1109103,"Cálculo Diferencial e Integral I","111110069","R",2
3.6,8,3,3.7,4.4,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110069","R",2
3,1.2,0.3,-1,1.5,20111,1109103,"Cálculo Diferencial e Integral I","111110070","R",1
2.5,0.5,3.3,-1,2.1,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110070","R",1
5.8,4.5,0,-1,3.4,20112,1109103,"Cálculo Diferencial e Integral I","111110070","R",2
7.6,6.5,8,-1,7.4,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110070","A",2
4.6,4.6,4.6,3,4,20111,1411187,"Análise e Técnicas de Algoritmos","111110074","R",1
2.5,0.5,5.5,-1,2.8,20111,1114114,"Métodos Estatísticos","111110074","R",1
4.5,3,7.2,5.2,5,20121,1114114,"Métodos Estatísticos","111110074","A",3
3.7,5.4,0.9,-1,3.3,20121,1411189,"Compiladores","111110074","R",1
7.2,6.8,7,-1,7,20121,1411187,"Análise e Técnicas de Algoritmos","111110074","A",2
7,2.8,7.5,3,4.7,20112,1114114,"Métodos Estatísticos","111110074","R",2
7.3,8.5,3.3,8,7,20122,1411189,"Compiladores","111110074","A",2
0,3.2,0,-1,1.1,20121,1411190,"Redes de Computadores","111110078","R",1
2,2.5,7.5,5.5,4.6,20111,1114114,"Métodos Estatísticos","111110078","R",1
0,7.4,7.7,5.1,5,20122,1411190,"Redes de Computadores","111110078","A",2
8,7.7,7.5,-1,7.7,20112,1114114,"Métodos Estatísticos","111110078","A",2
9.7,10,5.2,-1,8.3,20121,1411182,"Lab. de Organização e Arquitetura de Computadores","111110079","A",2
3,4.6,2,-1,3.2,20111,1114107,"Probabilidade e Estatística","111110079","R",1
6.3,3.3,1.2,-1,3.6,20112,1411182,"Lab. de Organização e Arquitetura de Computadores","111110079","R",1
5.1,6.5,7,8,6.9,20112,1114107,"Probabilidade e Estatística","111110079","A",2
5.5,1.5,3,-1,3.3,20121,1109053,"Cálculo Diferencial e Integral II","111110080","R",1
0,1.5,0.5,-1,0.7,20111,1109103,"Cálculo Diferencial e Integral I","111110080","R",1
0.5,0.5,2,-1,1,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110080","R",1
4,3.5,5.5,6,5,20122,1109053,"Cálculo Diferencial e Integral II","111110080","A",2
5,2.7,1,-1,2.9,20112,1109103,"Cálculo Diferencial e Integral I","111110080","R",2
2.9,9.8,7,5.5,6.2,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110080","A",2
6,6,4.3,5.4,5.6,20121,1411168,"Programação II","111110087","A",2
7.05,5.8,2.55,3,4,20121,1411181,"Lab. de Programação II","111110087","R",2
0.8,0,0,-1,0.3,20111,1109103,"Cálculo Diferencial e Integral I","111110087","R",1
0.5,0.5,0,-1,0.3,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110087","R",1
4.1,4.1,7.1,5.5,5.3,20121,1109113,"Matemática Discreta","111110087","A",2
1,1,1,-1,1,20112,1411168,"Programação II","111110087","R",1
0.4,0.4,0.2,-1,0.4,20112,1411181,"Lab. de Programação II","111110087","R",1
1,8.8,5.8,6.5,5.7,20112,1109103,"Cálculo Diferencial e Integral I","111110087","A",2
5.1,4.5,0,-1,3.2,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110087","R",2
3,3.2,5.1,-1,3.8,20112,1109113,"Matemática Discreta","111110087","R",1
