media,CODIGO,matricula,PeriodoRelativo
1.5,1411170,111223,2
5.8,1411170,1102227,4
6.6,1411170,1111376,3
9.5,1411170,1112337,2
7.2,1411170,1112256,2
5.3,1411170,111128,3
8.5,1411170,1111197,3
7.8,1411170,1112637,2
7.3,1411170,1112604,2
8,1411170,1112235,2
7.3,1411170,1112543,2
7,1411170,1112680,2
8.3,1411170,1112726,2
8.3,1411170,1112500,2
3.4,1411170,1102612,4
2.8,1411170,1112165,2
5.5,1411170,111188,3
5.7,1411170,1112160,2
5.1,1411170,1102270,4
7.4,1411170,111192,3
5.4,1411170,1111721,3
5.1,1411170,1112620,2
3.8,1411170,1102734,4
9.3,1411170,1112206,2
1.3,1411170,1112735,2
1.8,1411170,1111712,3
2,1411170,1102373,4
5.9,1411170,1112781,2
5,1411170,1112489,2
7.9,1411170,111243,2
7.3,1411170,111225,2
7.3,1411170,1112468,2
8.3,1411170,1112388,2
8,1411170,1112328,2
7,1411170,1112257,2
5,1411170,1112705,2
5.1,1411170,1102711,4
5,1411170,1112250,2
5,1411170,1111707,3
7,1411170,1112746,2
5.1,1411170,1112761,2
5.5,1411170,1102536,4
5.1,1411170,1102177,4
5.7,1411170,1112613,2
2.3,1411170,1112114,2
7.5,1411170,1112286,2
5.5,1411170,1112456,2
3.9,1411170,1111426,3
7.4,1411170,1112248,2
0,1411170,111139,3
5,1411170,1112611,2
5.7,1411170,1112218,2
7.8,1411170,1112180,2
7.5,1411170,1112649,2
6.2,1411170,111159,3
8.5,1411170,1112448,2
7.3,1411170,1112125,2
0.5,1411170,111266,2
1.8,1411170,1112759,2
7,1411170,1112784,2
8.3,1411170,1112549,2
2.7,1411170,1112743,2
7.5,1411170,1112516,2
5,1411170,1112196,2
7,1411170,1112494,2
8,1411170,1112783,2
1,1411170,1111466,3
7.4,1411170,1112363,2
9.4,1411170,1112239,2
7,1411170,1112660,2
2.3,1411170,1111546,3
5.1,1411170,1121786,2
3.8,1411170,1121529,2
7,1411170,1121319,2
7.7,1411170,1121232,2
3.2,1411170,1121524,2
9.7,1411170,1121698,2
7,1411170,1121644,2
5.5,1411170,1121568,2
7.6,1411170,1121233,2
4,1411170,1121432,2
9.5,1411170,112194,2
8.9,1411170,1121633,2
5,1411170,1121491,2
7.4,1411170,1121760,2
9.9,1411170,1121140,2
5,1411170,1111608,4
6.1,1411170,112168,2
5,1411170,1121716,2
5,1411170,1121350,2
7,1411170,1121584,2
7,1411170,1121361,2
3.3,1411170,1121592,2
3.8,1411170,1122407,1
7.4,1411170,1122717,1
9.7,1411170,1121106,2
7.5,1411170,1102734,5
5.7,1411170,1121791,2
7.1,1411170,1121567,2
9.5,1411170,1121429,2
7.2,1411170,1121602,2
7.7,1411170,1121496,2
7.3,1411170,1112690,3
5.6,1411170,112111,2
7,1411170,1112780,3
5.8,1411170,1121773,2
5.9,1411170,1121570,2
10,1411170,1121471,2
5.8,1411170,1112114,3
5,1411170,1121599,2
7,1411170,1121542,2
5.7,1411170,1111663,4
5.3,1411170,1121159,2
5,1411170,1121119,2
8,1411170,1121787,2
8.9,1411170,1121455,2
10,1411170,1121562,2
9.4,1411170,1121731,2
6.3,1411170,1121405,2
7.7,1411170,1121305,2
7,1411170,112116,2
7.7,1411170,112184,2
5.8,1411170,112182,2
3.7,1411170,1112193,3
7.3,1411170,111223,3
10,1411170,1121161,2
7.9,1411170,1121243,2
8.3,1411170,1121674,2
8.3,1411170,112176,2
7.2,1411170,1121269,2
3.5,1411170,1102139,3
7.3,1411170,1111384,2
6.2,1411170,110230,3
8,1411170,111180,2
3.9,1411170,1102147,3
8.2,1411170,1111724,2
2.4,1411170,1102173,3
7.2,1411170,1111777,2
8.8,1411170,1111504,2
7.8,1411170,111198,2
5,1411170,1102518,3
3.9,1411170,110158,4
8.7,1411170,1111189,2
6,1411170,1111307,2
3.5,1411170,1111197,2
5.7,1411170,1101169,4
5,1411170,1111396,2
7.5,1411170,1111715,2
9.8,1411170,1111145,2
7.8,1411170,1111776,2
5,1411170,1102583,3
9.7,1411170,111177,2
8.3,1411170,1111588,2
7.3,1411170,1101681,4
7.6,1411170,111113,2
7.8,1411170,1111442,2
5,1411170,111193,2
2.6,1411170,1111389,2
7,1411170,1111225,2
6,1411170,1111395,2
5,1411170,1102677,3
5,1411170,111153,2
8.9,1411170,1111122,2
9.8,1411170,1111632,2
8.6,1411170,1111302,2
9.1,1411170,1111472,2
7.8,1411170,1111265,2
8.3,1411170,111160,2
7,1411170,1111440,2
8.6,1411170,1112757,1
7,1411170,1102366,3
6,1411170,1111198,2
3,1411170,1102315,3
5.3,1411170,1102464,3
3.1,1411170,1102177,3
5,1411170,1102208,3
7.5,1411170,1111629,2
7,1411170,1102498,3
8.5,1411170,1111736,2
7,1411170,1111344,2
8.5,1411170,1111519,2
8.4,1411170,1111656,2
6.3,1411170,110295,3
8.5,1411170,1101333,4
9,1411170,1111397,2
10,1411170,1111394,2
3.8,1411170,1111376,2
10,1411170,1111540,2
7.5,1411170,1111533,2
8.5,1411170,1111745,2
7.3,1411170,1111579,2
8,1411170,1111615,2
3.8,1411170,1102392,3
7.3,1411170,1102639,3
3.9,1411170,111188,2
5.2,1411170,1102621,3
9,1411170,1111684,2
5,1411170,111197,2
5.8,1411170,1102113,3
9.5,1411170,1111412,2
7.9,1411242,1081683,8
5.3,1411242,1111292,2
7.9,1411242,1082310,7
8.6,1411242,1081400,8
8.7,1411242,1081578,8
9.2,1411242,1081178,8
8.5,1411242,1081763,8
8.1,1411242,1081186,8
7.2,1411242,1101591,4
7.7,1411242,107217,9
9.6,1411242,1071268,10
8.4,1411242,1071421,10
9.4,1411242,1072703,9
7.3,1411242,1062526,11
8,1411242,1072229,9
8.5,1411242,1071309,10
8.9,1411242,1071436,10
5.6,1411242,1071209,10
7.7,1411242,1071625,10
7,1411242,1062626,11
7.5,1411243,1101297,4
2.1,1411243,1111443,2
7.5,1411243,1101379,4
5.8,1411243,1102341,3
10,1411243,1101669,4
7,1411243,1091131,6
8.8,1411243,1111412,2
9.6,1411243,1101607,4
10,1411243,1111540,2
8,1411238,1111210,1
9,1411238,1102554,2
9,1411238,1082310,6
9,1411238,1052181,12
9,1411238,1082587,6
8.5,1411238,1091203,5
8,1411238,1091623,5
8.5,1411238,106278,10
8,1411238,1071182,9
8,1411238,1091598,5
9,1411238,1101651,3
9,1411238,1052696,12
8.5,1411238,1091671,5
8.5,1411238,1091150,5
8.5,1411238,1091648,5
9,1411238,109227,4
8.5,1411238,1082747,6
8.5,1411238,1111316,1
8.5,1411238,1071309,9
8.5,1411238,1082767,6
9,1411238,1092675,4
8.5,1411238,1111443,1
9,1411238,1092380,4
9,1411238,109245,4
9,1411238,1092251,4
8.5,1411238,1091665,5
8,1411238,1071268,9
8.5,1411238,1111487,1
8,1411238,109131,5
8.5,1411238,1071686,9
8.5,1411238,1071252,9
8.5,1411238,1071209,9
9,1411238,1102227,4
9,1411238,1101610,5
9,1411238,1091230,7
9,1411238,1091530,7
9,1411238,108262,8
9,1411238,1112622,2
9,1411238,1102612,4
9,1411238,1082100,8
9,1411238,1091756,7
9,1411238,1121188,1
9,1411238,1081539,9
9,1411238,1091414,7
9,1411238,1092742,6
9,1411238,1112746,2
9,1411238,1091461,7
9,1411238,1111234,3
9,1411238,1091720,7
9,1411238,1121484,1
9,1411238,1082738,8
9,1411238,1092277,6
9,1411238,1081178,9
9,1411238,1092398,6
9,1411238,1092513,6
9,1411238,1092355,7
9,1411238,1122433,1
9,1411238,109164,8
9,1411238,1091557,8
9,1411238,1102718,5
9,1411238,1091577,8
9,1411238,1121740,2
9,1411238,1101335,6
9,1411238,112171,2
9,1411238,110137,6
9,1411238,1101278,6
9,1411238,1092714,5
9,1411238,1092107,5
9,1411238,1101478,4
9,1411238,1111434,2
9,1411238,1092275,5
9,1411238,1092427,5
9,1411238,1101771,4
9,1411238,10928,5
9,1411238,1092288,5
9,1411238,1101514,4
9,1411238,1071664,10
9,1411238,1071421,10
9,1411238,1112425,1
9,1411238,108267,7
9,1411238,1101219,4
8.6,1307150,1112725,2
9.3,1307150,1102534,4
8.9,1307150,1102657,4
8.2,1307150,1102741,4
8,1307150,1102518,4
8.4,1307150,1112445,2
8.5,1307150,1111197,3
7.7,1307150,1112222,2
7.5,1307150,1101220,5
8.7,1307150,1111608,3
6.4,1307150,1112620,2
7.4,1307150,1082100,8
8.9,1307150,1081609,9
9.1,1307150,1101478,5
7.4,1307150,1112284,2
9.7,1307150,1081578,9
7.3,1307150,1112493,2
8.2,1307150,1102262,4
7.8,1307150,1101450,5
8.9,1307150,110251,4
8.2,1307150,112141,1
7.6,1307150,1112746,2
8.7,1307150,1102454,4
8.1,1307150,1102606,4
6.5,1307150,1112221,2
9.2,1307150,1072229,10
8.4,1307150,1101278,5
9.6,1307150,1081683,9
7.2,1307150,1121422,1
10,1307150,1081700,9
8.1,1307150,1102392,4
9.5,1307150,1081645,9
8.7,1307150,1071421,11
8.9,1307150,1112516,2
7.7,1307150,1101708,5
9.2,1307150,112132,2
7.7,1307150,1091557,8
8.6,1307150,1102393,5
8.9,1307150,1102718,5
7.1,1307150,111169,4
9.5,1307150,110133,6
8,1307150,1102351,5
8.5,1307150,1111307,2
7.8,1307150,1102187,3
9.3,1307150,1081186,8
8.4,1307150,1101503,4
8.8,1307150,1111101,2
9.7,1307150,1082751,7
8.3,1307150,1101335,4
8.4,1307150,1111154,2
7.9,1307150,1112627,1
9.4,1307150,1072508,9
8.7,1307150,1101167,4
8.8,1307150,1111302,2
8.3,1307150,1102677,3
9.7,1307150,1082216,7
9.8,1307150,1081149,8
9.2,1307150,108254,7
8.9,1307150,1112306,1
8.5,1307150,1102772,3
8.2,1307150,1112200,1
9.7,1307150,1081191,8
8.2,1307150,1112604,1
8.7,1307150,1101722,4
8.9,1307150,1062531,11
8.3,1307150,1101737,4
9,1307150,1102477,3
8.3,1307150,1101651,4
9.7,1307150,1062762,11
9.3,1307150,1102536,3
7.6,1307150,1102177,3
8.5,1307150,1102719,3
7.5,1307150,1112214,1
8.2,1307150,1111426,2
9.1,1307150,1101502,4
9.5,1307150,1082747,7
9.7,1307150,1072550,9
9.7,1307150,1082767,7
8.8,1307150,1081400,8
10,1307150,1081190,8
8.8,1307150,1092103,5
9.1,1307150,1111654,2
10,1307150,1091577,6
8.9,1307150,1112459,1
9.1,1307150,1112102,1
8.5,1307150,1072244,9
7.4,1411193,1081510,7
5.6,1411193,1101151,3
7.5,1411193,1091569,5
7.9,1411193,107296,8
7.6,1411193,1091230,5
5.4,1411193,108262,6
6.5,1411193,110185,3
6.4,1411193,109164,5
8.9,1411193,1082100,6
7.8,1411193,1091557,5
7,1411193,1091756,5
8.8,1411193,1082216,6
3.2,1411193,1091553,5
7.5,1411193,1082789,6
7,1411193,109173,5
8.4,1411193,1091414,5
5.9,1411193,1081191,7
7.1,1411193,1072211,8
9.7,1411193,1091150,5
8.4,1411193,1062531,10
6,1411193,1102520,2
8.4,1411193,1091733,5
9.3,1411193,1091671,5
7.4,1411193,1091476,5
7.3,1411193,1091364,5
6.8,1411193,1101591,3
8.9,1411193,1091648,5
7.2,1411193,1072356,8
5.8,1411193,108267,6
7.7,1411193,1082747,6
7.8,1411193,1082767,6
7.6,1411193,1091720,5
6.4,1411193,1082346,6
7.4,1411193,1091665,5
7,1411193,1082303,6
6.9,1411193,1101220,3
6.5,1411193,1091457,5
7,1411193,1091116,5
8.7,1411193,1091744,5
5,1411193,1091576,5
6,1411193,1091368,7
4.3,1411193,1121174,1
1.7,1411193,1112646,2
7,1411193,1111210,3
7.6,1411193,1091461,7
6.4,1411193,1101503,5
7,1411193,1101697,5
7.2,1411193,1101335,5
2.6,1411193,1101610,5
5,1411193,1092355,6
8.2,1411193,1101408,5
6.7,1411193,1101689,5
5.2,1411193,1092277,6
7.4,1411193,1112418,2
5,1411193,1101478,5
5.8,1411193,1101207,5
1.8,1411193,11012,5
4.4,1411193,1092742,6
5,1411193,1101295,5
5.1,1411193,109250,6
2.7,1411193,1121127,1
5.7,1411193,1101104,5
5,1411193,112189,1
5.5,1411193,109170,7
9.1,1411193,1101179,5
7.1,1411193,1112365,2
8.8,1411193,1101128,5
9.3,1411193,1101607,5
4,1411193,1091668,7
8.3,1411193,1091565,7
7.3,1411193,1101370,5
7.4,1411193,1101379,5
6.9,1411193,1092380,6
6.3,1411193,1121515,1
6,1411193,1112589,2
7.8,1411193,1101669,5
5,1411193,1121506,1
6.3,1411193,1121264,1
8.4,1411193,1121558,1
4.2,1411193,1092513,6
2.8,1411193,1112102,2
5,1411193,110142,5
6.7,1411193,1101682,5
7.7,1411193,1101254,5
6.6,1411193,1102475,5
5.8,1411193,1122349,1
6.2,1411193,1102640,5
7,1411193,1102596,5
7,1411193,1102718,5
5,1411193,1112102,3
7,1411193,1112485,3
5.6,1411193,1102775,5
2.7,1411193,1121390,2
5.5,1411193,1121174,2
4.1,1411193,108218,9
6.5,1411193,1111653,4
7.6,1411193,1102120,5
5,1411193,1122560,1
7,1411193,11027,5
5.9,1411193,1101722,6
7,1411193,1101450,6
6.6,1411193,1101447,6
7.1,1411193,1102454,5
7,1411193,1102695,5
5,1411193,1121127,2
6.1,1411193,1121740,2
7.2,1411193,1102606,5
4,1411193,1082497,9
3.7,1411193,1112646,3
8.8,1411193,1102334,5
7.5,1411193,1091668,8
9,1411193,110133,6
7,1411193,1101278,6
5.4,1411193,1112261,3
5.9,1411193,111129,4
5.9,1411193,1101108,6
6.8,1411193,1122273,1
5.9,1411193,1121655,2
5.9,1411193,1102416,5
7.6,1411193,1112459,3
6.3,1411193,1102410,5
8.6,1411193,1102635,5
5.4,1411193,1102351,5
2.6,1411193,1091368,6
5.6,1411193,1091133,6
6.6,1411193,10928,5
6.6,1411193,109112,6
7.6,1411193,1091490,6
6.3,1411193,1091300,6
2.6,1411193,1101610,4
5.5,1411193,1091530,6
7.8,1411193,1092107,5
5.5,1411193,1091203,6
5.1,1411193,1091131,6
6.4,1411193,1111532,2
5.1,1411193,1091553,6
8.2,1411193,1092288,5
7.5,1411193,1092249,5
7.8,1411193,1111434,2
7.9,1411193,1092275,5
2.2,1411193,1101104,4
3.4,1411193,109170,6
2.8,1411193,1082497,7
2.3,1411193,1112646,1
7,1411193,1112371,1
5.9,1411193,1112643,1
7,1411193,1092212,5
6.5,1411193,109245,5
7.9,1411193,1092427,5
7.9,1411193,1111304,2
8,1411193,109187,6
7.1,1411193,1091631,6
5.9,1411193,1091577,6
5,1411193,1071664,10
5,1411193,109131,6
4,1411193,1112459,1
2.4,1411193,1112102,1
9.3,1305220,1091368,5
9.5,1305220,1102187,2
7.5,1305220,1102640,2
8.4,1305220,1102534,2
9,1305220,1102147,2
9.5,1305220,1081178,7
8.8,1305220,1102173,2
8.7,1305220,1102227,2
8.9,1305220,109112,5
9.2,1305220,1101151,3
8.9,1305220,1101692,3
8.5,1305220,1102779,2
8.7,1305220,1091300,5
8.3,1305220,1091230,5
8.7,1305220,1102572,2
7.8,1305220,1101499,3
8.2,1305220,1102464,2
8.8,1305220,1092107,4
8.3,1305220,1091768,5
7.8,1305220,1102612,2
9.8,1305220,1092277,4
9.5,1305220,1102677,2
9.5,1305220,1092288,4
8.3,1305220,1102706,2
9.4,1305220,1081578,7
8.3,1305220,1111285,1
8.4,1305220,1092249,4
8.8,1305220,1102453,2
9.2,1305220,1102373,2
9,1305220,1091150,5
7.8,1305220,1102766,2
7.4,1305220,1102586,2
9.8,1305220,1092275,4
9.3,1305220,1091733,5
8.7,1305220,1091476,5
8.4,1305220,1102291,2
8.3,1305220,1091364,5
7.3,1305220,1101545,3
8.7,1305220,1102538,2
8.5,1305220,1111653,1
9,1305220,11012,3
9,1305220,1091720,5
8.9,1305220,1102118,2
8.8,1305220,1092427,4
8,1305220,1091439,5
7.9,1305220,1102541,2
9,1305220,1091631,5
9.3,1305220,1102392,2
8.3,1305220,1091479,5
9.8,1305220,1091598,5
9.2,1305220,1102621,2
9.8,1305220,1102727,2
7.9,1305220,1102113,2
8.7,1305220,1102561,2
8.5,1305220,1101254,3
8.5,1305220,1112785,2
8.5,1305220,1112646,2
9.3,1305220,111160,3
9.5,1305220,1121161,1
8.5,1305220,1112180,2
9,1305220,1112337,2
8.5,1305220,111128,3
9,1305220,1111197,3
8.5,1305220,1112235,2
9,1305220,108262,8
9,1305220,1112125,2
8.5,1305220,1112726,2
8,1305220,1112331,2
9.3,1305220,112132,1
8.5,1305220,111159,3
8.5,1305220,1112165,2
8.5,1305220,1091557,7
8.5,1305220,1102270,4
8.5,1305220,111192,3
8.5,1305220,1111721,3
8.5,1305220,1112206,2
9,1305220,1112680,2
9.5,1305220,11027,4
9,1305220,1112649,2
8.5,1305220,1112456,2
9,1305220,1112257,2
8.5,1305220,111225,2
8.5,1305220,1112468,2
9.5,1305220,1121471,1
8.3,1305220,1112171,2
8.5,1305220,111210,2
8.5,1305220,1112761,2
9.5,1305220,1111434,3
9,1305220,1111588,3
8.5,1305220,1111707,3
9,1305220,1112746,2
8.5,1305220,1102393,4
8.3,1305220,1112613,2
9,1305220,1102730,4
8.5,1305220,1111426,3
8.5,1305220,1112221,2
9,1305220,108267,8
8.5,1305220,1112296,2
8.5,1305220,1112200,2
9,1305220,110133,5
9.5,1305220,111197,3
8.5,1305220,1112611,2
8.5,1305220,1112637,2
8.5,1305220,1112647,2
8.5,1305220,1112759,2
9,1305220,1112160,2
8.5,1305220,1112585,2
9,1305220,1112743,2
9,1305220,1112196,2
9,1305220,1112459,2
8.5,1305220,1112494,2
9,1305220,1112783,2
8.5,1305220,1112543,2
8.5,1305220,1112363,2
9,1305220,1112784,2
9,1305220,1112705,2
9,1305220,1111384,4
8,1305220,110230,5
8.3,1305220,1101669,6
8.3,1305220,1111210,4
8.3,1305220,1102657,5
8.3,1305220,1102596,5
8.3,1305220,1102741,5
9,1305220,1102718,5
8.3,1305220,1102518,5
8.8,1305220,1111376,4
8.8,1305220,1101335,6
9,1305220,112184,2
8.8,1305220,1091530,8
8.3,1305220,1102583,5
8,1305220,112168,2
9,1305220,1092355,7
8.8,1305220,1111442,4
8.8,1305220,1101408,6
8.8,1305220,1101689,6
8,1305220,1122748,1
9,1305220,108218,9
8.8,1305220,1091414,8
8,1305220,1121106,2
9.3,1305220,1121266,2
8,1305220,1102120,5
8.3,1305220,1122255,1
8.3,1305220,1091565,8
9,1305220,1121602,2
8.3,1305220,1101295,6
9,1305220,1101450,6
9,1305220,109250,7
8.8,1305220,1122360,1
8.8,1305220,1111395,4
9,1305220,1102678,5
9,1305220,1121119,2
9,1305220,1121630,2
9,1305220,1111629,4
9,1305220,1101793,6
8.8,1305220,1122717,1
9,1305220,1111615,4
9,1305220,1122413,1
9.8,1305220,110137,6
8.8,1305220,1101278,6
8.3,1305220,1091461,8
8.8,1305220,1101370,6
8.3,1305220,1101379,6
8.8,1305220,1092380,7
8.8,1305220,109245,7
9,1305220,1121298,2
8,1305220,1081164,10
9.3,1305220,1111304,4
8,1305220,1121581,2
9,1305220,1082346,9
9,1305220,112116,2
8.8,1305220,1112549,3
8.3,1305220,1102606,5
8.3,1305220,110265,5
8.3,1305220,1122330,1
8.3,1305220,1091744,8
9.3,1305220,110142,6
9,1305220,1102351,5
9,1305220,1111307,2
7.8,1305220,1091133,6
8,1305220,1111396,2
7.9,1305220,110295,3
8.7,1305220,1111466,2
8,1305220,1101219,4
8,1305220,1111652,2
8.5,1305220,1111595,2
7.9,1305220,1092794,5
8.9,1305220,1091203,6
8.5,1305220,1101478,4
8.2,1305220,1111122,2
7.3,1305220,109173,6
8,1305220,1102734,3
8.3,1305220,1102402,3
8.3,1305220,1111155,2
8.5,1305220,1102575,3
8.3,1305220,1102449,3
8.3,1305220,1102605,3
9,1305220,1102262,3
8,1305220,1101737,4
2.7,1305220,1102246,3
7.8,1305220,1102458,3
8,1305220,1102177,3
8.2,1305220,1102719,3
7.9,1305220,1111415,2
7,1305220,1101774,4
7.6,1305220,1101437,4
9,1305220,1092103,5
10,1305220,1111654,2
8.2,1305220,1092559,5
9.4,1305220,1111487,2
9.4,1305220,1101722,4
7.5,1305220,1091116,6
8,1305220,1102253,3
7.5,1305220,1101610,4
7.3,1411190,1082216,6
8.7,1411190,1082789,6
5.7,1411190,11015,3
8.3,1411190,1082751,6
7.8,1411190,107296,8
7.8,1411190,1082587,6
6.4,1411190,1072347,8
7.4,1411190,1082658,6
8.3,1411190,1081709,7
8.7,1411190,108186,7
6.2,1411190,1082100,6
7,1411190,1081609,7
8.9,1411190,1082192,6
6.8,1411190,1081510,7
7,1411190,1082796,6
7.2,1411190,1081149,7
7.6,1411190,1091414,5
7.8,1411190,1082767,6
7.7,1411190,1062531,10
2.4,1411190,110185,3
7.2,1411190,1052696,12
7.3,1411190,1062762,10
6.5,1411190,1101220,3
3.8,1411190,10524,12
7,1411190,1072356,8
6.1,1411190,1072624,8
7,1411190,1082747,6
4.3,1411190,1072211,8
7.8,1411190,1081282,7
7.1,1411190,1082738,6
7,1411190,1081164,7
7,1411190,1051259,13
4.6,1411190,1091576,5
8.5,1411190,1081141,7
7.3,1411190,1081645,7
5.5,1411190,1062399,10
7.3,1411190,1062704,10
5.8,1411190,106261,10
6.6,1411190,1111210,3
7.7,1411190,1101503,5
7,1411190,1082303,8
7.2,1411190,1101335,5
7.3,1411190,1091530,7
7.2,1411190,1092355,6
7.7,1411190,1092107,6
7.7,1411190,1101408,5
5.6,1411190,1111146,3
7.5,1411190,1101689,5
8.2,1411190,1101750,5
7.9,1411190,1092352,6
8.1,1411190,108254,8
6.4,1411190,1111105,3
7.6,1411190,1101281,5
5.5,1411190,107220,10
5.6,1411190,1121245,1
8.2,1411190,110185,5
9.3,1411190,1091364,7
5,1411190,11012,5
7.1,1411190,1111234,3
7,1411190,1101370,5
7.2,1411190,108138,9
6.4,1411190,1101108,5
8.9,1411190,1092380,6
8,1411190,109245,6
9.5,1411190,1092427,6
1.1,1411190,111169,3
8.6,1411190,109187,7
7.4,1411190,1082156,8
7.5,1411190,1121515,1
4.3,1411190,1092513,6
7.2,1411190,1091744,7
7.5,1411190,1101682,5
7,1411190,1102475,5
7.1,1411190,1091133,8
2.8,1411190,1101151,6
6,1411190,108218,9
7.6,1411190,1121266,2
5,1411190,1122560,1
5.5,1411190,1101722,6
5,1411190,1101447,6
4.5,1411190,112189,2
5.5,1411190,1121558,2
2.5,1411190,1082497,9
7.1,1411190,110133,6
8.3,1411190,1072211,11
5,1411190,1121511,2
3.6,1411190,1112261,3
5.6,1411190,111129,4
8.6,1411190,1111304,4
5,1411190,111169,4
7,1411190,1082346,9
5.4,1411190,1112459,3
5.3,1411190,1102410,5
5.4,1411190,1121655,2
7,1411190,1091665,6
7.3,1411190,1092288,5
7,1411190,1112643,1
6,1411190,1091490,6
5.9,1411190,1091300,6
7,1411190,1091230,6
6.1,1411190,108262,7
5.9,1411190,109164,6
7.5,1411190,1091557,6
7.5,1411190,1091756,6
5.5,1411190,1091553,6
5.4,1411190,10928,5
7.1,1411190,1091461,6
9.1,1411190,1092275,5
8.4,1411190,1091733,6
8.3,1411190,1091671,6
5.1,1411190,1091476,6
8.4,1411190,1091150,6
9.2,1411190,1091648,6
5,1411190,108267,7
5,1411190,1091668,6
7.6,1411190,107246,9
7.3,1411190,1091565,6
5.4,1411190,1091720,6
7,1411190,1112365,1
8.2,1411190,1091576,6
6.5,1411190,1091631,6
6.3,1411190,1091577,6
7,1411190,1042694,15
5,1411190,1071664,10
5.9,1411190,109131,6
5.9,1411190,1112345,1
7.7,1109105,1102518,5
7.5,1109105,1091150,6
2.3,1411195,1091368,5
5.2,1411195,1082751,6
8.4,1411195,1082310,6
6.3,1411195,1101151,3
6.5,1411195,1091414,5
8.8,1411195,1091150,5
2.8,1411195,110185,3
3.7,1411195,1091203,5
6,1411195,109164,5
6.3,1411195,1082100,6
7,1411195,1091557,5
7.1,1411195,1091756,5
6.4,1411195,1082216,6
2.1,1411195,1091553,5
5.1,1411195,109173,5
7.6,1411195,108254,6
5.3,1411195,1081191,7
3,1411195,1091131,5
7,1411195,1062531,10
8.4,1411195,1091733,5
7,1411195,1062626,10
6.7,1411195,1091476,5
7,1411195,1091364,5
5.4,1411195,1101591,3
5,1411195,109170,5
7.5,1411195,1091648,5
5,1411195,1082497,6
5.4,1411195,1111146,1
5,1411195,1111653,1
7,1411195,108138,7
6.1,1411195,1091744,5
5,1411195,1111234,1
5.5,1411195,1082738,6
5.6,1411195,1081763,7
3.1,1411195,1091576,5
7,1411195,1082156,6
6.5,1411195,1082658,6
3.1,1411195,109131,5
5.6,1411195,1091116,5
5.4,1411195,1101220,3
2.8,1411195,107220,8
3.4,1411195,1072244,8
2.6,1411195,1111532,1
5,1411195,1072356,8
5,1411195,1091368,7
5.2,1411195,1121174,1
5.4,1411195,1111210,3
5.2,1411195,1101503,5
5.5,1411195,1101207,5
2.9,1411195,1112102,2
6.4,1411195,108262,8
7.3,1411195,1092355,6
8,1411195,1101408,5
7,1411195,1101689,5
6,1411195,1092277,6
7.7,1411195,1092352,6
6,1411195,1101478,5
5,1411195,10928,6
6.1,1411195,1111105,3
7,1411195,1101281,5
5.2,1411195,1092742,6
3.5,1411195,109250,6
5,1411195,1101104,5
5.3,1411195,1121127,1
5.5,1411195,1121558,1
5.5,1411195,1101128,5
6.7,1411195,108267,8
5.1,1411195,1112371,2
5.3,1411195,11012,5
5,1411195,1121484,1
7,1411195,1121511,1
5.6,1411195,1092212,6
7.1,1411195,1092380,6
6.6,1411195,109245,6
5,1411195,1112589,2
5,1411195,1121527,1
5,1411195,1121506,1
5.9,1411195,1121264,1
5.1,1411195,1092513,6
6.3,1411195,107220,10
5.2,1411195,110142,5
7.4,1411195,1101682,5
5.9,1411195,1101254,5
6.3,1411195,1102475,5
7,1411195,1102640,5
7.8,1411195,1122360,1
7.4,1411195,1112102,3
7,1411195,1101335,6
6.3,1411195,112235,1
5,1411195,1102775,5
2.9,1411195,1121390,2
5.7,1411195,108218,9
7,1411195,1102120,5
7,1411195,111283,3
6.2,1411195,1121515,2
6,1411195,1101295,6
7.3,1411195,1101722,6
7.3,1411195,1101450,6
5.3,1411195,109250,7
7.2,1411195,1101447,6
7,1411195,112189,2
7,1411195,1121740,2
6.3,1411195,1101379,6
7.6,1411195,1101247,6
7,1411195,110137,6
6.4,1411195,1101278,6
8.1,1411195,1112418,3
7,1411195,1101370,6
5,1411195,111129,4
7,1411195,1101108,6
7.5,1411195,1101669,6
6.4,1411195,111169,4
6.6,1411195,1102410,5
7,1411195,1091300,8
7,1411195,1121655,2
7,1411195,1102351,5
5.1,1411195,1082346,7
5,1411195,1091133,6
5,1411195,1091665,6
5.1,1411195,1112643,1
5.8,1411195,1091490,6
6.3,1411195,1091230,6
3.7,1411195,1091530,6
5,1411195,1091668,6
5.7,1411195,110185,4
7.1,1411195,1092107,5
5,1411195,1091131,6
5,1411195,1091553,6
5,1411195,1091461,6
7,1411195,1072211,9
5,1411195,1111434,2
7.8,1411195,1092275,5
8.3,1411195,1091671,6
3.6,1411195,108267,7
7.3,1411195,1082747,7
2.4,1411195,1112371,1
5.9,1411195,1091565,6
5.5,1411195,1082767,7
7.3,1411195,1091720,6
5.4,1411195,1112365,1
7.9,1411195,1092427,5
5.7,1411195,1111304,2
7.3,1411195,109187,6
5,1411195,1091576,6
7,1411195,1091631,6
5.9,1411195,1082303,7
5.7,1411195,1091577,6
5.5,1411195,1071664,10
5.4,1411195,1072244,9
8.9,1411249,111193,4
7.4,1411249,1122360,1
5.1,1411249,1082100,9
9.2,1411249,1111122,4
7.9,1411249,1082303,9
4.1,1411249,1091577,8
7.2,1411249,1122339,1
9.1,1411249,1111440,4
5,1411249,1121515,2
4,1411249,1121506,2
