nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,departamento
7.5,5,4,5.5,5.5,20121,1411188,Métodos e Software Numéricos,082640,A,dsc
8,8,7.5,-1,7.8,20121,1411188,Métodos e Software Numéricos,081401,A,dsc
8,8.5,8,-1,8.2,20121,1411188,Métodos e Software Numéricos,081507,A,dsc
8,8,7.5,-1,7.8,20121,1411188,Métodos e Software Numéricos,081425,A,dsc
8,8.5,8,-1,8.2,20121,1411188,Métodos e Software Numéricos,081205,A,dsc
8,8,7.5,-1,7.8,20121,1411188,Métodos e Software Numéricos,081298,A,dsc
8,8,8,-1,8,20121,1411188,Métodos e Software Numéricos,081704,A,dsc
8.5,8.5,8.5,-1,8.5,20121,1411188,Métodos e Software Numéricos,082322,A,dsc
6.5,6,7,6.5,6.5,20121,1411188,Métodos e Software Numéricos,091783,A,dsc
8.5,8.5,8.5,-1,8.5,20121,1411188,Métodos e Software Numéricos,082786,A,dsc
8,8.5,8,-1,8.2,20121,1411188,Métodos e Software Numéricos,081565,A,dsc
8,8.5,8,-1,8.2,20121,1411188,Métodos e Software Numéricos,081125,A,dsc
8,8,7.5,-1,7.8,20121,1411188,Métodos e Software Numéricos,081599,A,dsc
8.5,8.5,8.5,-1,8.5,20121,1411188,Métodos e Software Numéricos,112111,A,dsc
8,8,7.5,-1,7.8,20121,1411188,Métodos e Software Numéricos,081524,A,dsc
6,5.5,7.5,6.5,6.4,20121,1411188,Métodos e Software Numéricos,121319,A,dsc
6,9,9,-1,8,20121,1411188,Métodos e Software Numéricos,092294,A,dsc
6.5,1.5,7,5,5,20121,1411188,Métodos e Software Numéricos,101356,A,dsc
9,9,9,-1,9,20121,1411188,Métodos e Software Numéricos,091534,A,dsc
6.5,5,7,6.5,6.3,20121,1411188,Métodos e Software Numéricos,071581,A,dsc
6.5,6,7,6.5,6.5,20121,1411188,Métodos e Software Numéricos,072756,A,dsc
6,5.5,7.5,6.5,6.4,20121,1411188,Métodos e Software Numéricos,07293,A,dsc
6.5,6,7,6.5,6.5,20121,1411188,Métodos e Software Numéricos,112633,A,dsc
8,8,8,-1,8,20121,1411188,Métodos e Software Numéricos,081375,A,dsc
8,8,7.5,-1,7.8,20121,1411188,Métodos e Software Numéricos,081698,A,dsc
7.5,5,4,5.5,5.5,20121,1411188,Métodos e Software Numéricos,082393,A,dsc
7.5,5,4,5.5,5.5,20121,1411188,Métodos e Software Numéricos,082420,A,dsc
6.5,6,7,6.5,6.5,20121,1411188,Métodos e Software Numéricos,111682,A,dsc
9,9,9,-1,9,20121,1411188,Métodos e Software Numéricos,081618,A,dsc
8,8,8,-1,8,20121,1411188,Métodos e Software Numéricos,081552,A,dsc
8,8,8,-1,8,20121,1411188,Métodos e Software Numéricos,081161,A,dsc
8.5,8.5,8.5,-1,8.5,20121,1411188,Métodos e Software Numéricos,081625,A,dsc
6.5,2.5,7,5.5,5.4,20121,1411188,Métodos e Software Numéricos,09188,A,dsc
6.5,6,7,6.5,6.5,20121,1411188,Métodos e Software Numéricos,102651,A,dsc
10,5,6,-1,7,20122,1411188,Métodos e Software Numéricos,082563,A,dsc
7,9,7.7,-1,7.9,20122,1411188,Métodos e Software Numéricos,111716,A,dsc
10,8,9.5,-1,9.2,20122,1411188,Métodos e Software Numéricos,091417,A,dsc
7.5,6,8.6,-1,7.4,20122,1411188,Métodos e Software Numéricos,112791,A,dsc
7,9,7.7,-1,7.9,20122,1411188,Métodos e Software Numéricos,091470,A,dsc
10,8,9.5,-1,9.2,20122,1411188,Métodos e Software Numéricos,091484,A,dsc
10,7.5,9,-1,8.8,20122,1411188,Métodos e Software Numéricos,091710,A,dsc
5.5,7,7.8,6.8,6.8,20122,1411188,Métodos e Software Numéricos,101591,A,dsc
5.5,7,8.5,-1,7,20122,1411188,Métodos e Software Numéricos,101703,A,dsc
10,5,6,-1,7,20122,1411188,Métodos e Software Numéricos,082547,A,dsc
5.5,7,8.5,-1,7,20122,1411188,Métodos e Software Numéricos,101611,A,dsc
9,4.5,8.8,-1,7.4,20122,1411188,Métodos e Software Numéricos,091749,A,dsc
7.5,6,8.6,-1,7.4,20122,1411188,Métodos e Software Numéricos,09111,A,dsc
7.5,6,8.6,-1,7.4,20122,1411188,Métodos e Software Numéricos,09147,A,dsc
9,5,8.5,-1,7.5,20122,1411188,Métodos e Software Numéricos,081575,A,dsc
4,5.5,8,7.8,6.6,20122,1411188,Métodos e Software Numéricos,092607,A,dsc
10,8.5,9.6,-1,9.4,20122,1411188,Métodos e Software Numéricos,09151,A,dsc
5.5,7,8.5,-1,7,20122,1411188,Métodos e Software Numéricos,111204,A,dsc
10,5,6,-1,7,20122,1411188,Métodos e Software Numéricos,122323,A,dsc
7,9,7.7,-1,7.9,20122,1411188,Métodos e Software Numéricos,091790,A,dsc
4,5.8,10,6.6,6.6,20122,1411188,Métodos e Software Numéricos,112467,A,dsc
9,4.5,8.8,-1,7.4,20122,1411188,Métodos e Software Numéricos,082722,A,dsc
4,5.8,10,6.6,6.6,20122,1411188,Métodos e Software Numéricos,121594,A,dsc
4,5.8,10,6.6,6.6,20122,1411188,Métodos e Software Numéricos,122780,A,dsc
10,8.5,9.6,-1,9.4,20122,1411188,Métodos e Software Numéricos,111458,A,dsc
10,8.5,9.6,-1,9.4,20122,1411188,Métodos e Software Numéricos,091325,A,dsc
10,8,9.5,-1,9.2,20122,1411188,Métodos e Software Numéricos,091732,A,dsc
10,8,9.5,-1,9.2,20122,1411188,Métodos e Software Numéricos,091593,A,dsc
10,8.5,9.6,-1,9.4,20122,1411188,Métodos e Software Numéricos,091674,A,dsc
9,7,6.5,-1,7.5,20122,1411188,Métodos e Software Numéricos,122766,A,dsc
7,9,7.7,-1,7.9,20122,1411188,Métodos e Software Numéricos,091223,A,dsc
9,7,6.5,-1,7.5,20122,1411188,Métodos e Software Numéricos,072196,A,dsc
10,5,6,-1,7,20122,1411188,Métodos e Software Numéricos,122225,A,dsc
7,9,7.7,-1,7.9,20122,1411188,Métodos e Software Numéricos,112222,A,dsc
5.5,7,8.5,-1,7,20122,1411188,Métodos e Software Numéricos,111100,A,dsc
9,7,6.5,-1,7.5,20122,1411188,Métodos e Software Numéricos,121377,A,dsc
10,8,9.5,-1,9.2,20122,1411188,Métodos e Software Numéricos,091110,A,dsc
10,5,6,-1,7,20122,1411188,Métodos e Software Numéricos,082510,A,dsc
9,4.5,8.8,-1,7.4,20122,1411188,Métodos e Software Numéricos,091771,A,dsc
9,5,8.5,-1,7.5,20122,1411188,Métodos e Software Numéricos,082605,A,dsc
7.5,6,8.6,-1,7.4,20122,1411188,Métodos e Software Numéricos,091244,A,dsc
7.5,6,8.6,-1,7.4,20122,1411188,Métodos e Software Numéricos,091684,A,dsc
9,8.5,8.5,-1,8.8,20112,1411188,Métodos e Software Numéricos,081217,A,dsc
3,6,8,7.5,6.3,20112,1411188,Métodos e Software Numéricos,111592,A,dsc
7.25,7.75,7.5,-1,7.4,20112,1411188,Métodos e Software Numéricos,07262,A,dsc
7.25,7.75,7.5,-1,7.4,20112,1411188,Métodos e Software Numéricos,072681,A,dsc
4.25,5.5,6.25,5.5,5.4,20112,1411188,Métodos e Software Numéricos,042451,A,dsc
6.75,7,7,7.5,7.1,20112,1411188,Métodos e Software Numéricos,08179,A,dsc
7.25,7.75,7.5,-1,7.4,20112,1411188,Métodos e Software Numéricos,101559,A,dsc
9,8.5,8.5,-1,8.8,20112,1411188,Métodos e Software Numéricos,08196,A,dsc
6.75,7,7,7.5,7.1,20112,1411188,Métodos e Software Numéricos,08149,A,dsc
5.25,7.75,7.25,6.5,6.4,20112,1411188,Métodos e Software Numéricos,112363,A,dsc
6.25,5.5,6.25,7,6.6,20112,1411188,Métodos e Software Numéricos,062557,A,dsc
5,6,7,7.5,6.6,20112,1411188,Métodos e Software Numéricos,071174,A,dsc
3,6,8,7.5,6.3,20112,1411188,Métodos e Software Numéricos,111343,A,dsc
7.25,7.75,7.5,-1,7.4,20112,1411188,Métodos e Software Numéricos,072662,A,dsc
7.25,7.75,7.5,-1,7.4,20112,1411188,Métodos e Software Numéricos,072108,A,dsc
4.25,5.5,6.25,5.5,5.4,20112,1411188,Métodos e Software Numéricos,111737,A,dsc
5.25,7.75,7.25,6.5,6.4,20112,1411188,Métodos e Software Numéricos,072247,A,dsc
5.25,7.75,7.25,6.5,6.4,20112,1411188,Métodos e Software Numéricos,07258,A,dsc
9,8.5,8.5,-1,8.8,20112,1411188,Métodos e Software Numéricos,081506,A,dsc
6.75,7,7,7.5,7.1,20112,1411188,Métodos e Software Numéricos,081503,A,dsc
6.75,7,7,7.5,7.1,20112,1411188,Métodos e Software Numéricos,081203,A,dsc
9,8.5,8.5,-1,8.8,20112,1411188,Métodos e Software Numéricos,092202,A,dsc
6.25,5.5,6.25,7,6.6,20112,1411188,Métodos e Software Numéricos,081589,A,dsc
6.75,7,7,7.5,7.1,20112,1411188,Métodos e Software Numéricos,081165,A,dsc
9,8.5,8.5,-1,8.8,20112,1411188,Métodos e Software Numéricos,082789,A,dsc
4.25,5.5,6.25,5.5,5.4,20112,1411188,Métodos e Software Numéricos,112479,A,dsc
6.25,5.5,6.25,7,6.6,20112,1411188,Métodos e Software Numéricos,071498,A,dsc
5.25,7.75,7.25,6.5,6.4,20112,1411188,Métodos e Software Numéricos,101705,A,dsc
5,6,7,7.5,6.6,20112,1411188,Métodos e Software Numéricos,071632,A,dsc
6.25,5.5,5.25,6.8,6.2,20112,1411188,Métodos e Software Numéricos,06218,A,dsc
2.9,6.4,5.2,5.7,5.2,20111,1411167,Programação I,102326,A,dsc
0.8,3,2,-1,2,20111,1411167,Programação I,10274,R,dsc
6.3,1.6,6.3,0.6,3.1,20111,1411167,Programação I,102723,R,dsc
7.3,6.9,6.6,-1,7,20111,1411167,Programação I,102489,A,dsc
7.9,8,5,-1,7.4,20111,1411167,Programação I,101439,A,dsc
8.7,7.4,9.5,-1,8.3,20111,1411167,Programação I,11137,A,dsc
5.2,6.9,0,9,6.5,20111,1411167,Programação I,111555,A,dsc
8.1,8,5,-1,7.4,20111,1411167,Programação I,111197,A,dsc
9.7,9.1,9.3,-1,9.4,20111,1411167,Programação I,111463,A,dsc
5.2,0.8,7.3,0.7,2.7,20111,1411167,Programação I,102284,R,dsc
5.5,7,7,8,7,20111,1411167,Programação I,111138,A,dsc
5.9,3,0,-1,3.7,20111,1411167,Programação I,111663,R,dsc
9,9.5,9.5,-1,9.3,20111,1411167,Programação I,11134,A,dsc
7.2,3.3,0,7.1,5.5,20111,1411167,Programação I,102157,A,dsc
1.8,4.4,7.3,1,2.9,20111,1411167,Programação I,102124,R,dsc
6.6,6.6,1.3,7.9,6.5,20111,1411167,Programação I,111156,A,dsc
8,8.5,9.5,-1,8.5,20111,1411167,Programação I,111433,A,dsc
5,1.7,0,-1,2.8,20111,1411167,Programação I,111572,R,dsc
6.5,7.8,8.4,-1,7.5,20111,1411167,Programação I,111509,A,dsc
8.4,7.9,9.6,-1,8.4,20111,1411167,Programação I,111370,A,dsc
7.5,7.5,8.3,-1,7.7,20111,1411167,Programação I,111606,A,dsc
9.4,8.6,8.3,-1,8.8,20111,1411167,Programação I,111590,A,dsc
8.6,8.1,8.5,-1,8.4,20111,1411167,Programação I,111334,A,dsc
6.6,6.8,5.3,5.4,6,20111,1411167,Programação I,10257,A,dsc
2.8,5.3,1.8,-1,3.7,20111,1411167,Programação I,102267,R,dsc
5.8,2.6,7,5.5,5.1,20111,1411167,Programação I,111213,A,dsc
4.5,6.8,0,-1,2.8,20111,1411167,Programação I,111689,R,dsc
8.8,6.5,4.8,-1,7,20111,1411167,Programação I,111412,A,dsc
2.2,4.7,0,-1,2.9,20111,1411167,Programação I,111582,R,dsc
7.6,8.4,4.5,-1,7.3,20111,1411167,Programação I,111382,A,dsc
5.5,1.6,3.5,-1,3.7,20111,1411167,Programação I,111415,R,dsc
0.9,2.6,8.3,-1,3.1,20111,1411167,Programação I,111355,R,dsc
3.2,6.8,2.8,5.8,5.1,20111,1411167,Programação I,102747,A,dsc
3.2,6.8,7,5.7,5.6,20111,1411167,Programação I,102376,A,dsc
6.8,2.2,1.8,2.8,3.6,20111,1411167,Programação I,102609,R,dsc
5.7,6.4,1.8,7.9,6.3,20111,1411167,Programação I,102744,A,dsc
2.3,5.7,0,-1,3.4,20111,1411167,Programação I,111198,R,dsc
9.2,8.1,8.6,-1,8.6,20111,1411167,Programação I,111735,A,dsc
9,7.7,8.3,-1,8.3,20111,1411167,Programação I,111585,A,dsc
8.8,7.7,6.6,-1,7.9,20111,1411167,Programação I,11155,A,dsc
9,9,9,-1,9,20111,1411167,Programação I,111562,A,dsc
7,5.7,6.5,7.5,6.8,20111,1411167,Programação I,111532,A,dsc
7.7,7.6,8.3,-1,7.8,20111,1411167,Programação I,111324,A,dsc
7.6,7,5.8,-1,7,20111,1411167,Programação I,111361,A,dsc
1.4,4.3,0,-1,2.1,20111,1411167,Programação I,111513,R,dsc
4.6,6.2,6,4.9,5.3,20111,1411167,Programação I,111379,A,dsc
8.1,8.3,8.3,-1,8.2,20111,1411167,Programação I,111384,A,dsc
3.7,6.1,0,6.9,5.2,20111,1411167,Programação I,111762,A,dsc
7.8,8,8.5,-1,8,20111,1411167,Programação I,111671,A,dsc
7.6,4.9,8.8,8.7,7.6,20111,1411167,Programação I,102430,A,dsc
6.7,6.6,8.4,-1,7,20111,1411167,Programação I,111241,A,dsc
6.9,6.3,5,8.6,7.2,20111,1411167,Programação I,111386,A,dsc
5.7,2.2,9.2,0,3.1,20111,1411167,Programação I,102182,R,dsc
6.9,6.3,6.8,4.7,5.8,20111,1411167,Programação I,111186,A,dsc
7.3,6,1.8,5.3,5.5,20111,1411167,Programação I,102795,A,dsc
6,7.8,7.6,-1,7.1,20111,1411167,Programação I,111258,A,dsc
7.9,8.2,7.5,-1,8,20111,1411167,Programação I,111787,A,dsc
9.1,6.9,6.5,-1,7.6,20111,1411167,Programação I,11167,A,dsc
6.9,8.2,5.2,-1,7.1,20111,1411167,Programação I,102621,A,dsc
7,9,5.5,-1,7.4,20111,1411167,Programação I,102765,A,dsc
8.5,8.4,1.2,-1,7,20111,1411167,Programação I,111435,A,dsc
7.7,9.9,8.2,-1,8.6,20111,1411167,Programação I,111255,A,dsc
1.1,4.1,4.4,-1,3.1,20111,1411167,Programação I,10252,R,dsc
9,9,9.5,-1,9.1,20111,1411167,Programação I,111542,A,dsc
5.2,0.4,1.3,-1,2.7,20111,1411167,Programação I,102596,R,dsc
5,4.5,5.3,8.7,6.4,20111,1411167,Programação I,102352,A,dsc
7,2.8,2.8,6.6,5.5,20111,1411167,Programação I,102301,A,dsc
9.2,9.5,7.5,-1,9,20111,1411167,Programação I,111770,A,dsc
0.9,3.6,1.5,-1,2.2,20111,1411167,Programação I,111395,R,dsc
6.6,7.5,6.8,-1,7,20111,1411167,Programação I,111653,A,dsc
1.2,2.5,1.5,-1,1.8,20111,1411167,Programação I,111263,R,dsc
0.5,3.8,7,-1,3.3,20111,1411167,Programação I,11146,R,dsc
9.6,9.8,10,-1,9.8,20111,1411167,Programação I,111243,A,dsc
7.4,7.5,6,-1,7.2,20111,1411167,Programação I,111129,A,dsc
8.3,9.2,9,-1,8.8,20111,1411167,Programação I,102654,A,dsc
1.7,3.4,1.5,-1,2.4,20111,1411167,Programação I,102220,R,dsc
6.6,7.9,6.8,-1,7.2,20111,1411167,Programação I,102531,A,dsc
8.7,6.4,5.3,-1,7.2,20111,1411167,Programação I,102726,A,dsc
8.7,7.7,8.5,-1,8.2,20111,1411167,Programação I,111477,A,dsc
5.6,2,6.5,8.8,6.2,20111,1411167,Programação I,11161,A,dsc
8.9,6.3,8.5,-1,7.9,20111,1411167,Programação I,111212,A,dsc
9.3,8.8,9,-1,9.1,20111,1411167,Programação I,111588,A,dsc
5.5,8,8.5,-1,7,20111,1411167,Programação I,111312,A,dsc
8.2,7.4,0,6.2,6.2,20111,1411167,Programação I,101794,A,dsc
7.4,8.1,9.7,-1,8.2,20111,1411167,Programação I,111147,A,dsc
8.1,8.5,0,8.8,7.5,20111,1411167,Programação I,111306,A,dsc
7.1,8.7,3.7,-1,7,20111,1411167,Programação I,111359,A,dsc
5.8,6.3,8,4.5,5.7,20111,1411167,Programação I,111413,A,dsc
6.4,8.6,5.5,-1,7,20111,1411167,Programação I,102446,A,dsc
6.7,4.4,6.8,5.4,5.7,20111,1411167,Programação I,111194,A,dsc
3.6,5.7,4,3.6,4.2,20111,1411167,Programação I,111630,R,dsc
8.1,7.8,8.8,-1,8.1,20111,1411167,Programação I,10250,A,dsc
7.3,3.5,7.3,6.4,5.9,20111,1411167,Programação I,102750,A,dsc
6.6,2.5,3,4.4,4.4,20111,1411167,Programação I,102533,R,dsc
3.3,5.1,3.5,-1,2.5,20111,1411167,Programação I,102740,R,dsc
4.1,6.5,6.8,4.2,5.1,20111,1411167,Programação I,102318,A,dsc
7.2,3.6,1.3,0,2.9,20111,1411167,Programação I,102598,R,dsc
5.6,7.1,2.8,5.3,5.5,20111,1411167,Programação I,102309,A,dsc
7.2,7.9,2.5,8.1,7.1,20111,1411167,Programação I,102699,A,dsc
9.4,7.7,8.6,-1,8.5,20111,1411167,Programação I,111123,A,dsc
6.5,6.9,4.3,3.3,5,20111,1411167,Programação I,111353,A,dsc
9.1,8.4,9.7,-1,8.9,20111,1411167,Programação I,11191,A,dsc
7.7,7.6,4.3,-1,7,20111,1411167,Programação I,111150,A,dsc
7.7,6.1,1.3,8,6.7,20111,1411167,Programação I,102792,A,dsc
2.3,6.3,0,-1,3.6,20111,1411167,Programação I,111431,R,dsc
6.45,7.3,8.7,-1,7.6,20121,1411167,Programação I,12173,A,dsc
8.85,9.6,5,-1,8.9,20121,1411167,Programação I,121764,A,dsc
3.2,4.65,3.85,1.4,3.4,20121,1411167,Programação I,111355,R,dsc
9.15,6.4,8.25,-1,8.3,20121,1411167,Programação I,121362,A,dsc
4.85,5.55,3.15,6.4,5.6,20121,1411167,Programação I,121262,A,dsc
5.65,4.65,5.25,2.9,4.6,20121,1411167,Programação I,121668,R,dsc
5.55,7.65,4.5,6.7,6.2,20121,1411167,Programação I,121168,A,dsc
1.65,1.65,0,-1,0.7,20121,1411167,Programação I,12194,R,dsc
1.5,2,5.35,-1,3.2,20121,1411167,Programação I,112501,R,dsc
4.23333333333,6.46666666667,6.9,9.2,6.8,20121,1411167,Programação I,121277,A,dsc
2.85,4.15,5.8,4.1,4.4,20121,1411167,Programação I,12136,R,dsc
6.2,3.55,4.4,4.8,5.5,20121,1411167,Programação I,112468,A,dsc
5.2,7.05,7.65,9.7,7.7,20121,1411167,Programação I,12124,A,dsc
6.05,7.6,4.4,8.2,7.1,20121,1411167,Programação I,121549,A,dsc
3.7,2.5,5.15,2.4,4.3,20121,1411167,Programação I,112659,R,dsc
5.65,7.9,8.6,-1,7.3,20121,1411167,Programação I,121396,A,dsc
9.05,9.15,5,-1,9.5,20121,1411167,Programação I,121286,A,dsc
7.65,8.8,5,-1,8.1,20121,1411167,Programação I,121600,A,dsc
6,6.35,8.35,7.6,6.9,20121,1411167,Programação I,121423,A,dsc
5.4,3.9,1,4.7,4.6,20121,1411167,Programação I,121172,R,dsc
8,4.8,7.3,-1,7.1,20121,1411167,Programação I,12169,A,dsc
9.6,9.7,7.3,-1,8.8,20121,1411167,Programação I,121748,A,dsc
5.3,7.56666666667,8.93333333333,9.3,7.4,20121,1411167,Programação I,12164,A,dsc
9.4,7.8,9.3,-1,9,20121,1411167,Programação I,121612,A,dsc
4.5,5.75,3.35,8.9,6.4,20121,1411167,Programação I,121133,A,dsc
8.45,9.15,5,-1,8.8,20121,1411167,Programação I,121444,A,dsc
4.95,6.05,8.45,8.7,7.1,20121,1411167,Programação I,121561,A,dsc
8.95,7.85,3.55,-1,8.8,20121,1411167,Programação I,121264,A,dsc
5,7.85,8.15,6.5,6.5,20121,1411167,Programação I,121669,A,dsc
7.75,8.85,5,-1,8.2,20121,1411167,Programação I,121706,A,dsc
6.8,6.4,9,-1,7.6,20121,1411167,Programação I,112465,A,dsc
8.25,8.4,8.7,-1,8.5,20121,1411167,Programação I,121677,A,dsc
6.6,7.75,4.65,-1,7.2,20121,1411167,Programação I,121440,A,dsc
8.05,8.7,7.95,-1,8.1,20121,1411167,Programação I,121316,A,dsc
5.65,6.65,4.75,-1,7,20121,1411167,Programação I,121685,A,dsc
8.6,9.1,9.55,-1,9.1,20121,1411167,Programação I,121114,A,dsc
1,2,6.2,-1,3.3,20121,1411167,Programação I,112460,R,dsc
5.45,6.1,5.9,9.7,7.2,20121,1411167,Programação I,12139,A,dsc
1.15,2.6,4.15,-1,2.7,20121,1411167,Programação I,121305,R,dsc
8.05,8.25,5,-1,9,20121,1411167,Programação I,121455,A,dsc
4.76666666667,6.6,7.96666666667,8.7,6.7,20121,1411167,Programação I,121139,A,dsc
5.95,9.1,8.55,-1,7.6,20121,1411167,Programação I,121132,A,dsc
7.35,9.35,5,-1,7.3,20121,1411167,Programação I,121739,A,dsc
1.4,1.25,0,-1,0.7,20121,1411167,Programação I,121516,R,dsc
4.55,4.35,4,2.7,4.2,20121,1411167,Programação I,112500,R,dsc
0.15,0,6.2,-1,2.5,20121,1411167,Programação I,112718,R,dsc
3.4,5.3,6.3,6.5,5.1,20121,1411167,Programação I,121550,A,dsc
6.45,5.6,2.05,8.9,7,20121,1411167,Programação I,121708,A,dsc
7.65,1.9,5.05,5.9,5.6,20121,1411167,Programação I,112734,A,dsc
6.95,7.15,7.75,-1,7.3,20121,1411167,Programação I,121261,A,dsc
10,10,10,-1,10,20121,1411167,Programação I,121711,A,dsc
6,8,4.6,9.2,7.5,20121,1411167,Programação I,121250,A,dsc
8.95,9.1,9.7,-1,9.3,20121,1411167,Programação I,121299,A,dsc
7.25,6.15,4.95,5.7,6.2,20121,1411167,Programação I,11192,A,dsc
6.2,7.75,4.5,7,6.8,20121,1411167,Programação I,121601,A,dsc
5.2,6.26666666667,7.16666666667,6.7,5.9,20121,1411167,Programação I,121743,A,dsc
1.73333333333,1.73333333333,1.4,-1,1.9,20121,1411167,Programação I,121428,R,dsc
2.25,4.4,7.75,5.1,5,20121,1411167,Programação I,112683,A,dsc
4.4,7.2,8.25,6.9,6.7,20121,1411167,Programação I,11282,A,dsc
4.8,6.1,3.2,5.9,5.2,20121,1411167,Programação I,121452,A,dsc
0.75,0,5.5,-1,2.5,20121,1411167,Programação I,112191,R,dsc
5.65,2.6,8.6,6,6.1,20121,1411167,Programação I,112411,A,dsc
2.8,4.8,6.4,5,4.6,20121,1411167,Programação I,121759,R,dsc
7.6,8.25,4.6,-1,8,20121,1411167,Programação I,121335,A,dsc
6.75,6.55,3.45,-1,7,20121,1411167,Programação I,121145,A,dsc
4.1,6.5,5.65,3.5,4.6,20121,1411167,Programação I,121155,R,dsc
3.73333333333,4.66666666667,6.13333333333,6.8,5.2,20121,1411167,Programação I,121693,A,dsc
5.9,5.15,1.85,9.9,7.1,20121,1411167,Programação I,121348,A,dsc
6.66666666667,7.4,8.13333333333,8.9,7.6,20121,1411167,Programação I,121385,A,dsc
3.3,4.45,7.25,5.7,5,20121,1411167,Programação I,121237,A,dsc
6.85,8.4,4.6,-1,7,20121,1411167,Programação I,121648,A,dsc
3.45,3.9,1.95,-1,3.4,20121,1411167,Programação I,12113,R,dsc
8.2,8.6,4.7,-1,8.6,20121,1411167,Programação I,121314,A,dsc
3.5,0.5,4.35,-1,3.3,20121,1411167,Programação I,121456,R,dsc
9.53333333333,9.56666666667,9.73333333333,-1,9.6,20121,1411167,Programação I,121371,A,dsc
9.2,6.1,8.65,-1,8.3,20121,1411167,Programação I,121253,A,dsc
6.3,5.73333333333,6.46666666667,8.6,7.2,20121,1411167,Programação I,121478,A,dsc
6.3,6.45,3.45,4.9,5.9,20121,1411167,Programação I,121315,A,dsc
8.45,5.7,8,-1,7.7,20121,1411167,Programação I,121631,A,dsc
0.9,0,3.4,-1,1.9,20121,1411167,Programação I,121777,R,dsc
6.05,7.2,8.15,-1,7.2,20121,1411167,Programação I,121365,A,dsc
5.3,3.4,6,4.7,5.5,20121,1411167,Programação I,111729,A,dsc
8,8.4,4.1,-1,7.8,20121,1411167,Programação I,121162,A,dsc
3.9,3.85,1.3,-1,3.2,20121,1411167,Programação I,121400,R,dsc
7.45,8.8,9.5,-1,8.6,20121,1411167,Programação I,121289,A,dsc
6.5,6.3,2.9,4.3,5.5,20121,1411167,Programação I,12177,A,dsc
7.25,6.65,3.35,-1,7.4,20121,1411167,Programação I,121271,A,dsc
5.9,8.6,5.8,-1,7.1,20122,1411167,Programação I,121248,A,dsc
7.4,7.3,8.3,-1,7.4,20122,1411167,Programação I,122661,A,dsc
9.9,7.4,9.6,-1,8.7,20122,1411167,Programação I,12229,A,dsc
1.2,4.4,6.6,4.8,5,20122,1411167,Programação I,111355,A,dsc
9,6.2,8.6,-1,7.7,20122,1411167,Programação I,122540,A,dsc
10,8.8,10,-1,9.5,20122,1411167,Programação I,122344,A,dsc
3.3,4.1,5.5,-1,3.9,20122,1411167,Programação I,122274,R,dsc
8.3,7.7,9.9,-1,8.8,20122,1411167,Programação I,121668,A,dsc
5,4.2,1.3,-1,3,20122,1411167,Programação I,12194,R,dsc
10,8.1,9.7,-1,9.1,20122,1411167,Programação I,122660,A,dsc
10,9,10,-1,9.6,20122,1411167,Programação I,122185,A,dsc
8.9,6.8,6.8,-1,7,20122,1411167,Programação I,112501,A,dsc
5.9,5.8,4.1,4.4,5.2,20122,1411167,Programação I,122796,A,dsc
7.2,8.7,10,-1,9.1,20122,1411167,Programação I,12136,A,dsc
7.9,6,8.8,-1,7.5,20122,1411167,Programação I,121342,A,dsc
9.5,8.4,9.2,-1,9,20122,1411167,Programação I,122254,A,dsc
9,6.8,8.3,-1,7.9,20122,1411167,Programação I,122176,A,dsc
3.1,5.6,8.4,4,4.5,20122,1411167,Programação I,122676,R,dsc
7,7,8.3,-1,7.1,20122,1411167,Programação I,122650,A,dsc
10,9.3,10,-1,9.7,20122,1411167,Programação I,121172,A,dsc
10,8.8,10,-1,9.5,20122,1411167,Programação I,122776,A,dsc
4,4.8,7.1,1.2,3.3,20122,1411167,Programação I,122368,R,dsc
9.9,6.1,6.1,-1,7.8,20122,1411167,Programação I,122300,A,dsc
1.1,4.2,2.9,-1,2.7,20122,1411167,Programação I,122251,R,dsc
10,8.3,8.5,-1,9.1,20122,1411167,Programação I,122313,A,dsc
10,7.6,8.5,-1,8.8,20122,1411167,Programação I,122450,A,dsc
7,7,7.1,-1,7,20122,1411167,Programação I,122257,A,dsc
7.7,7.9,6.9,-1,7.7,20122,1411167,Programação I,122215,A,dsc
6.2,6.3,8.4,9.6,7.7,20122,1411167,Programação I,122332,A,dsc
9.9,8.7,9.6,-1,9.3,20122,1411167,Programação I,122219,A,dsc
0.1,5.1,1.6,-1,2.5,20122,1411167,Programação I,12219,R,dsc
9.8,7.3,8.1,-1,8.5,20122,1411167,Programação I,122206,A,dsc
0.3,3.1,3.3,-1,1.9,20122,1411167,Programação I,122311,R,dsc
8,7.3,7.1,-1,7.6,20122,1411167,Programação I,122144,A,dsc
1.1,3,0,-1,1.5,20122,1411167,Programação I,121259,R,dsc
9.9,8.5,10,-1,9.3,20122,1411167,Programação I,122295,A,dsc
9.1,7,7.3,-1,7.3,20122,1411167,Programação I,112460,A,dsc
4.3,5,8.3,2,3.8,20122,1411167,Programação I,12260,R,dsc
10,8.6,7.5,-1,9.1,20122,1411167,Programação I,122761,A,dsc
9.9,8.7,8.9,-1,9.3,20122,1411167,Programação I,122159,A,dsc
5.5,6.9,1.4,-1,2.6,20122,1411167,Programação I,121516,R,dsc
8.4,7.5,8.5,-1,8,20122,1411167,Programação I,12113,A,dsc
