nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,departamento
7.2,2.8,2,2.5,3.4,20111,1109035,Álgebra Vetorial e Geometria Analítica,101178,R,dme
1,0.5,0,-1,0.5,20111,1109035,Álgebra Vetorial e Geometria Analítica,102740,R,dme
3,8,4,6.5,5.6,20111,1109035,Álgebra Vetorial e Geometria Analítica,102318,A,dme
2.3,2.7,1.5,-1,2.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,102598,R,dme
0,0,0,-1,0,20111,1109035,Álgebra Vetorial e Geometria Analítica,102664,R,dme
5.5,2,2,-1,3.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,102666,R,dme
2.5,2.5,0,-1,1.7,20111,1109035,Álgebra Vetorial e Geometria Analítica,102699,R,dme
8,5.8,7.2,-1,7,20111,1109035,Álgebra Vetorial e Geometria Analítica,111123,A,dme
2.5,4,1,-1,2.5,20111,1109035,Álgebra Vetorial e Geometria Analítica,111353,R,dme
9.3,10,9.5,-1,9.6,20111,1109035,Álgebra Vetorial e Geometria Analítica,11191,A,dme
0.5,0,0,-1,0.2,20111,1109035,Álgebra Vetorial e Geometria Analítica,111150,R,dme
4.5,2.5,0,-1,2.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,09284,R,dme
1.5,3.5,0.5,-1,1.8,20111,1109035,Álgebra Vetorial e Geometria Analítica,111606,R,dme
0.5,6,6.3,6,5,20111,1109035,Álgebra Vetorial e Geometria Analítica,111386,A,dme
6,5.5,9,5.5,6.3,20111,1109035,Álgebra Vetorial e Geometria Analítica,092242,A,dme
8,5.8,5,5.5,6,20121,1109035,Álgebra Vetorial e Geometria Analítica,12173,A,dme
2.5,5,4.5,-1,2.4,20121,1109035,Álgebra Vetorial e Geometria Analítica,121248,R,dme
5,9,5.3,5,5.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,12124,A,dme
10,10,6.6,-1,8.9,20121,1109035,Álgebra Vetorial e Geometria Analítica,121764,A,dme
9.5,10,6,-1,8.5,20121,1109035,Álgebra Vetorial e Geometria Analítica,121371,A,dme
6,10,7.8,-1,7.9,20121,1109035,Álgebra Vetorial e Geometria Analítica,121362,A,dme
3,0,0,-1,1,20121,1109035,Álgebra Vetorial e Geometria Analítica,121262,R,dme
7,4.3,5,4.5,5,20121,1109035,Álgebra Vetorial e Geometria Analítica,121668,A,dme
9.5,8.3,5,-1,7.6,20121,1109035,Álgebra Vetorial e Geometria Analítica,121168,A,dme
0,1,0,-1,0.3,20121,1109035,Álgebra Vetorial e Geometria Analítica,12194,R,dme
7,1,0.5,-1,2.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,112702,R,dme
1,7.3,0,-1,2.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,112200,R,dme
5.3,5.5,5.6,5,5.3,20121,1109035,Álgebra Vetorial e Geometria Analítica,112378,A,dme
3,2,7,7,5.2,20121,1109035,Álgebra Vetorial e Geometria Analítica,102189,A,dme
7.5,4.3,4.8,4.2,5,20121,1109035,Álgebra Vetorial e Geometria Analítica,121277,A,dme
3.5,8.3,5.8,1,3.9,20121,1109035,Álgebra Vetorial e Geometria Analítica,12136,R,dme
8,6.1,2.5,7,6.1,20121,1109035,Álgebra Vetorial e Geometria Analítica,121549,A,dme
4.5,6,5.2,2,3.9,20121,1109035,Álgebra Vetorial e Geometria Analítica,121396,R,dme
7,5.5,4.5,6,5.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,121600,A,dme
9,5.8,9.5,-1,8.1,20121,1109035,Álgebra Vetorial e Geometria Analítica,121423,A,dme
8.5,7,7,-1,7.5,20121,1109035,Álgebra Vetorial e Geometria Analítica,121172,A,dme
7.5,1.7,9,6.5,6.3,20121,1109035,Álgebra Vetorial e Geometria Analítica,12169,A,dme
3,0.8,7,-1,3.6,20121,1109035,Álgebra Vetorial e Geometria Analítica,121748,R,dme
7,9.3,9.5,-1,8.6,20121,1109035,Álgebra Vetorial e Geometria Analítica,12164,A,dme
9.3,7.5,9.6,-1,8.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,121612,A,dme
8,5.8,5.5,4.5,5.6,20121,1109035,Álgebra Vetorial e Geometria Analítica,121133,A,dme
9.5,5.8,7,-1,7.4,20121,1109035,Álgebra Vetorial e Geometria Analítica,121444,A,dme
3.5,1,0,-1,1.5,20121,1109035,Álgebra Vetorial e Geometria Analítica,121561,R,dme
8,10,7.8,-1,8.6,20121,1109035,Álgebra Vetorial e Geometria Analítica,121264,A,dme
4.3,9,7.6,-1,7,20121,1109035,Álgebra Vetorial e Geometria Analítica,121669,A,dme
7,10,4.8,-1,7.3,20121,1109035,Álgebra Vetorial e Geometria Analítica,121706,A,dme
5.5,0.5,1.5,-1,2.5,20121,1109035,Álgebra Vetorial e Geometria Analítica,112465,R,dme
10,9,7,-1,8.7,20121,1109035,Álgebra Vetorial e Geometria Analítica,121677,A,dme
4,4,5.3,3.5,4,20121,1109035,Álgebra Vetorial e Geometria Analítica,121440,R,dme
4.5,2,0.5,-1,2.3,20121,1109035,Álgebra Vetorial e Geometria Analítica,121316,R,dme
10,9.5,9.6,-1,9.7,20121,1109035,Álgebra Vetorial e Geometria Analítica,121685,A,dme
3,1,1.5,-1,1.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,112490,R,dme
4.5,6.3,1.2,3,3.6,20121,1109035,Álgebra Vetorial e Geometria Analítica,12139,R,dme
8.5,5.2,5,5.5,5.9,20121,1109035,Álgebra Vetorial e Geometria Analítica,121305,A,dme
10,9.5,9.8,-1,9.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,121139,A,dme
4.5,8.5,8.8,-1,7.3,20121,1109035,Álgebra Vetorial e Geometria Analítica,121132,A,dme
10,9.5,10,-1,9.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,121739,A,dme
4.5,4.5,5.8,3.5,4.3,20121,1109035,Álgebra Vetorial e Geometria Analítica,121516,R,dme
5,7.6,7,2.7,5,20121,1109035,Álgebra Vetorial e Geometria Analítica,121648,A,dme
3,3.5,1.5,-1,2.7,20121,1109035,Álgebra Vetorial e Geometria Analítica,12113,R,dme
6,9.7,8,-1,7.9,20121,1109035,Álgebra Vetorial e Geometria Analítica,121550,A,dme
9.5,7.5,8,-1,8.3,20121,1109035,Álgebra Vetorial e Geometria Analítica,121708,A,dme
3,6,0,-1,3,20121,1109035,Álgebra Vetorial e Geometria Analítica,102672,R,dme
2.5,0,0,-1,0.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,121261,R,dme
6,4.5,5.3,4.6,5,20121,1109035,Álgebra Vetorial e Geometria Analítica,121153,A,dme
6,7,9,-1,7.3,20121,1109035,Álgebra Vetorial e Geometria Analítica,121711,A,dme
2.5,7,2.8,-1,2.5,20121,1109035,Álgebra Vetorial e Geometria Analítica,121250,R,dme
6,9.8,5,4.5,5.9,20121,1109035,Álgebra Vetorial e Geometria Analítica,121299,A,dme
4,6,4.5,5.3,5,20121,1109035,Álgebra Vetorial e Geometria Analítica,121601,A,dme
3.5,0,0,-1,1.2,20121,1109035,Álgebra Vetorial e Geometria Analítica,121743,R,dme
0,5.5,1,-1,2.2,20121,1109035,Álgebra Vetorial e Geometria Analítica,121428,R,dme
3.5,7.5,2,4,4.2,20121,1109035,Álgebra Vetorial e Geometria Analítica,102621,R,dme
2,0,3.5,-1,1.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,11282,R,dme
1,5.2,3.5,-1,3.2,20121,1109035,Álgebra Vetorial e Geometria Analítica,112283,R,dme
9,4.5,5.3,5,5.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,121452,A,dme
1.5,2.5,2,-1,2,20121,1109035,Álgebra Vetorial e Geometria Analítica,111395,R,dme
6.5,3.8,6.5,5.4,5.5,20121,1109035,Álgebra Vetorial e Geometria Analítica,121759,A,dme
5,6.5,4.5,5,5.2,20121,1109035,Álgebra Vetorial e Geometria Analítica,121335,A,dme
5.5,4.3,8.8,6,6.1,20121,1109035,Álgebra Vetorial e Geometria Analítica,121145,A,dme
5.5,3,8,7,6.1,20121,1109035,Álgebra Vetorial e Geometria Analítica,102409,A,dme
8,4.5,6.2,5.7,6,20121,1109035,Álgebra Vetorial e Geometria Analítica,112434,A,dme
5.5,6.5,5.3,3.8,5,20121,1109035,Álgebra Vetorial e Geometria Analítica,121693,A,dme
4,2.5,0,-1,2.2,20121,1109035,Álgebra Vetorial e Geometria Analítica,112130,R,dme
7,8.8,10,-1,8.6,20121,1109035,Álgebra Vetorial e Geometria Analítica,121385,A,dme
7,4.6,1,1,2.9,20121,1109035,Álgebra Vetorial e Geometria Analítica,112303,R,dme
7.5,7,4.9,4.2,5.6,20121,1109035,Álgebra Vetorial e Geometria Analítica,112785,A,dme
8,8.3,8.5,-1,8.3,20121,1109035,Álgebra Vetorial e Geometria Analítica,121314,A,dme
6.8,0.5,6.8,5.7,5.1,20121,1109035,Álgebra Vetorial e Geometria Analítica,121692,A,dme
3.7,0,0,-1,1.2,20121,1109035,Álgebra Vetorial e Geometria Analítica,112578,R,dme
9,9.5,9.8,-1,9.4,20121,1109035,Álgebra Vetorial e Geometria Analítica,121253,A,dme
6.5,8.5,7,-1,7.3,20121,1109035,Álgebra Vetorial e Geometria Analítica,112389,A,dme
4.5,9.8,8,-1,7.4,20121,1109035,Álgebra Vetorial e Geometria Analítica,121315,A,dme
8.5,8,7.3,-1,7.9,20121,1109035,Álgebra Vetorial e Geometria Analítica,121631,A,dme
7.5,3,4.5,2,3.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,121777,R,dme
9.5,8.5,9,-1,9,20121,1109035,Álgebra Vetorial e Geometria Analítica,121365,A,dme
8,5,1,6,5.2,20121,1109035,Álgebra Vetorial e Geometria Analítica,102666,A,dme
10,9,10,-1,9.7,20121,1109035,Álgebra Vetorial e Geometria Analítica,121162,A,dme
4.5,5.8,8,3.4,5,20121,1109035,Álgebra Vetorial e Geometria Analítica,121400,A,dme
0,1.5,0,-1,0.5,20121,1109035,Álgebra Vetorial e Geometria Analítica,112718,R,dme
0,0,2.5,-1,0.8,20121,1109035,Álgebra Vetorial e Geometria Analítica,121237,R,dme
8.3,7.3,5.3,-1,7,20121,1109035,Álgebra Vetorial e Geometria Analítica,12177,A,dme
6.5,9.1,9.3,-1,8.3,20121,1109035,Álgebra Vetorial e Geometria Analítica,121271,A,dme
9.5,6.5,9.3,-1,8.4,20122,1109035,Álgebra Vetorial e Geometria Analítica,122661,A,dme
6.1,7,0.5,6,5.1,20122,1109035,Álgebra Vetorial e Geometria Analítica,12248,A,dme
4.9,10,1.8,7.2,6.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,12229,A,dme
3.6,6.8,3.5,5.5,5,20122,1109035,Álgebra Vetorial e Geometria Analítica,122540,A,dme
4.5,9,9.8,-1,7.8,20122,1109035,Álgebra Vetorial e Geometria Analítica,122344,A,dme
4.8,5.5,6,2,4,20122,1109035,Álgebra Vetorial e Geometria Analítica,122274,R,dme
1,4.5,3,-1,2.8,20122,1109035,Álgebra Vetorial e Geometria Analítica,12194,R,dme
6,6,5,5,5.4,20122,1109035,Álgebra Vetorial e Geometria Analítica,112702,A,dme
7.8,1.5,4.6,5.7,5,20122,1109035,Álgebra Vetorial e Geometria Analítica,12136,A,dme
7.3,8.5,7.5,-1,7.8,20122,1109035,Álgebra Vetorial e Geometria Analítica,122254,A,dme
0,0.5,0,-1,0.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,122176,R,dme
6,7.5,3,5.7,5.6,20122,1109035,Álgebra Vetorial e Geometria Analítica,122676,A,dme
2,3,0,-1,1.7,20122,1109035,Álgebra Vetorial e Geometria Analítica,122650,R,dme
6.5,7,4,5.9,5.8,20122,1109035,Álgebra Vetorial e Geometria Analítica,112303,A,dme
5.9,7.5,4.7,6.2,6.1,20122,1109035,Álgebra Vetorial e Geometria Analítica,122776,A,dme
4.4,1,0,-1,1.8,20122,1109035,Álgebra Vetorial e Geometria Analítica,122368,R,dme
9,8,3,5.2,6.1,20122,1109035,Álgebra Vetorial e Geometria Analítica,122300,A,dme
0,2,0,-1,0.7,20122,1109035,Álgebra Vetorial e Geometria Analítica,122251,R,dme
8.7,8,6,-1,7.6,20122,1109035,Álgebra Vetorial e Geometria Analítica,122313,A,dme
6.9,7.5,4,6.4,6.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,122450,A,dme
3.1,7,2,6.4,5,20122,1109035,Álgebra Vetorial e Geometria Analítica,122257,A,dme
6.7,7.5,4.8,4.2,5.5,20122,1109035,Álgebra Vetorial e Geometria Analítica,122215,A,dme
6,8,7.5,-1,7.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,122332,A,dme
2,3,0,-1,1.7,20122,1109035,Álgebra Vetorial e Geometria Analítica,12222,R,dme
2.5,0.5,0.5,-1,1.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,12298,R,dme
8.8,9.5,5.5,-1,7.9,20122,1109035,Álgebra Vetorial e Geometria Analítica,122231,A,dme
2.5,2.5,4.5,-1,3.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,122219,R,dme
1.5,0,0,-1,0.5,20122,1109035,Álgebra Vetorial e Geometria Analítica,12219,R,dme
5.6,5.9,9.5,-1,7,20122,1109035,Álgebra Vetorial e Geometria Analítica,121440,A,dme
2.5,0,0,-1,0.8,20122,1109035,Álgebra Vetorial e Geometria Analítica,122568,R,dme
5,2.3,3,-1,3.4,20122,1109035,Álgebra Vetorial e Geometria Analítica,121316,R,dme
1,2.5,0,-1,1.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,122270,R,dme
0.5,5.5,0,-1,2,20122,1109035,Álgebra Vetorial e Geometria Analítica,122311,R,dme
4.7,9,6.2,7.9,7.1,20122,1109035,Álgebra Vetorial e Geometria Analítica,122144,A,dme
3,2.5,0,-1,1.8,20122,1109035,Álgebra Vetorial e Geometria Analítica,121259,R,dme
8.9,7,9.3,-1,8.4,20122,1109035,Álgebra Vetorial e Geometria Analítica,122295,A,dme
6.3,4.2,6,-1,3.3,20122,1109035,Álgebra Vetorial e Geometria Analítica,12139,R,dme
9.8,9.5,5.5,-1,8.3,20122,1109035,Álgebra Vetorial e Geometria Analítica,122761,A,dme
7.5,9,5.2,-1,7.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,122159,A,dme
8.3,7.3,6.1,-1,7.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,121516,A,dme
2.6,8.3,4,5.3,5.1,20122,1109035,Álgebra Vetorial e Geometria Analítica,122402,A,dme
6,4,4,6.7,5.5,20122,1109035,Álgebra Vetorial e Geometria Analítica,122134,A,dme
4,8,4.5,8,6.5,20122,1109035,Álgebra Vetorial e Geometria Analítica,12228,A,dme
6.9,7.5,8.5,-1,7.6,20122,1109035,Álgebra Vetorial e Geometria Analítica,122192,A,dme
7,6.5,7.4,-1,7,20122,1109035,Álgebra Vetorial e Geometria Analítica,122416,A,dme
1.7,0,0,-1,0.6,20122,1109035,Álgebra Vetorial e Geometria Analítica,122406,R,dme
7.2,10,7,-1,8.1,20122,1109035,Álgebra Vetorial e Geometria Analítica,122680,A,dme
9.4,8,5.3,-1,7.6,20122,1109035,Álgebra Vetorial e Geometria Analítica,122327,A,dme
6.1,1,1.5,-1,2.9,20122,1109035,Álgebra Vetorial e Geometria Analítica,121261,R,dme
7.1,8.8,8,-1,8,20122,1109035,Álgebra Vetorial e Geometria Analítica,111258,A,dme
9.2,9.5,7,-1,8.6,20122,1109035,Álgebra Vetorial e Geometria Analítica,122502,A,dme
7.7,8.5,2,-1,3.7,20122,1109035,Álgebra Vetorial e Geometria Analítica,121250,R,dme
8,7.5,3,7.7,6.8,20122,1109035,Álgebra Vetorial e Geometria Analítica,12220,A,dme
6.7,2,0.5,-1,3.1,20122,1109035,Álgebra Vetorial e Geometria Analítica,12253,R,dme
3.2,3.5,2.5,-1,3.1,20122,1109035,Álgebra Vetorial e Geometria Analítica,121743,R,dme
3,7,2,5,4.4,20122,1109035,Álgebra Vetorial e Geometria Analítica,121428,R,dme
9.4,7.5,4,-1,7,20122,1109035,Álgebra Vetorial e Geometria Analítica,122101,A,dme
4.9,6,0,-1,3.6,20122,1109035,Álgebra Vetorial e Geometria Analítica,122741,R,dme
6,0.5,0,-1,2.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,122695,R,dme
2.6,5.5,4.8,3.6,4,20122,1109035,Álgebra Vetorial e Geometria Analítica,122614,R,dme
0.5,1,0,-1,0.5,20122,1109035,Álgebra Vetorial e Geometria Analítica,112683,R,dme
5.4,8.5,7.9,-1,7.3,20122,1109035,Álgebra Vetorial e Geometria Analítica,122687,A,dme
3,9,6.5,8.8,7.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,122107,A,dme
6.9,3,2,4.2,4.1,20122,1109035,Álgebra Vetorial e Geometria Analítica,122152,R,dme
9.5,9.5,10,-1,9.7,20122,1109035,Álgebra Vetorial e Geometria Analítica,12270,A,dme
6.5,5,5,7.5,6.3,20122,1109035,Álgebra Vetorial e Geometria Analítica,112283,A,dme
6,1.7,4.3,5,4.4,20122,1109035,Álgebra Vetorial e Geometria Analítica,112566,R,dme
1.1,3.5,0,-1,1.5,20122,1109035,Álgebra Vetorial e Geometria Analítica,122512,R,dme
9.6,10,8.8,-1,9.5,20122,1109035,Álgebra Vetorial e Geometria Analítica,122619,A,dme
5,0.5,0,-1,1.8,20122,1109035,Álgebra Vetorial e Geometria Analítica,12232,R,dme
3.5,4.8,4.8,4.5,4.4,20122,1109035,Álgebra Vetorial e Geometria Analítica,112287,R,dme
0.5,2,0,-1,0.8,20122,1109035,Álgebra Vetorial e Geometria Analítica,1224,R,dme
0.5,0,0,-1,0.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,122106,R,dme
4.5,3.7,5.3,6.8,5.4,20122,1109035,Álgebra Vetorial e Geometria Analítica,112130,A,dme
3,3,6,1.5,3,20122,1109035,Álgebra Vetorial e Geometria Analítica,122579,R,dme
1.5,1,0.5,-1,1,20122,1109035,Álgebra Vetorial e Geometria Analítica,122179,R,dme
0,0,0,-1,0,20122,1109035,Álgebra Vetorial e Geometria Analítica,122551,R,dme
7,2.5,3.5,1.9,3.3,20122,1109035,Álgebra Vetorial e Geometria Analítica,122667,R,dme
1.5,3,1.5,-1,2,20122,1109035,Álgebra Vetorial e Geometria Analítica,12221,R,dme
8,6,7,-1,7,20122,1109035,Álgebra Vetorial e Geometria Analítica,122504,A,dme
7.2,7,4.5,6.5,6.3,20122,1109035,Álgebra Vetorial e Geometria Analítica,122206,A,dme
0.9,1,0,-1,0.6,20122,1109035,Álgebra Vetorial e Geometria Analítica,122328,R,dme
7,5.5,2.5,1.2,3.5,20122,1109035,Álgebra Vetorial e Geometria Analítica,122487,R,dme
8.2,5.5,5,5.7,6,20122,1109035,Álgebra Vetorial e Geometria Analítica,12272,A,dme
4.5,5,7.5,6.2,5.9,20122,1109035,Álgebra Vetorial e Geometria Analítica,111630,A,dme
8,5.7,7.3,-1,7,20122,1109035,Álgebra Vetorial e Geometria Analítica,121777,A,dme
1,8,6,3,4.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,122571,R,dme
8.3,3,0,-1,3.8,20122,1109035,Álgebra Vetorial e Geometria Analítica,12286,R,dme
1,1,0,-1,0.7,20122,1109035,Álgebra Vetorial e Geometria Analítica,122652,R,dme
5,2.3,0,-1,2.4,20122,1109035,Álgebra Vetorial e Geometria Analítica,121155,R,dme
3.3,6.5,7,4.5,5.2,20122,1109035,Álgebra Vetorial e Geometria Analítica,121237,A,dme
2.5,5,0,-1,2.5,20122,1109035,Álgebra Vetorial e Geometria Analítica,12256,R,dme
6.3,10,6,-1,7.4,20112,1109035,Álgebra Vetorial e Geometria Analítica,102489,A,dme
9.5,6,5.5,-1,7,20112,1109035,Álgebra Vetorial e Geometria Analítica,111355,A,dme
5,3,2.5,-1,3.5,20112,1109035,Álgebra Vetorial e Geometria Analítica,112665,R,dme
5.5,7.5,5.5,7,6.5,20112,1109035,Álgebra Vetorial e Geometria Analítica,112573,A,dme
8,6.2,7.8,-1,7.3,20112,1109035,Álgebra Vetorial e Geometria Analítica,112175,A,dme
9.8,10,3.3,-1,7.7,20112,1109035,Álgebra Vetorial e Geometria Analítica,112760,A,dme
6.1,2,6,5.5,5,20112,1109035,Álgebra Vetorial e Geometria Analítica,102124,A,dme
4.6,2.8,0,-1,2.5,20112,1109035,Álgebra Vetorial e Geometria Analítica,112464,R,dme
5.2,6.1,6.5,8.4,6.9,20112,1109035,Álgebra Vetorial e Geometria Analítica,112529,A,dme
1,5.5,7.7,7.9,6,20112,1109035,Álgebra Vetorial e Geometria Analítica,11254,A,dme
5,0.5,0,-1,1.8,20112,1109035,Álgebra Vetorial e Geometria Analítica,112580,R,dme
0,4.5,2.9,-1,2.5,20112,1109035,Álgebra Vetorial e Geometria Analítica,112702,R,dme
0.5,1.5,0.5,-1,0.8,20112,1109035,Álgebra Vetorial e Geometria Analítica,112230,R,dme
5.9,6.3,7.5,7.3,6.9,20112,1109035,Álgebra Vetorial e Geometria Analítica,112638,A,dme
4,8,7.2,6.8,6.6,20112,1109035,Álgebra Vetorial e Geometria Analítica,112486,A,dme
8.3,7,0,3.5,4.5,20112,1109035,Álgebra Vetorial e Geometria Analítica,112200,R,dme
8,6.5,8,-1,7.5,20112,1109035,Álgebra Vetorial e Geometria Analítica,112751,A,dme
0.5,0.5,0.5,-1,0.5,20112,1109035,Álgebra Vetorial e Geometria Analítica,112378,R,dme
8.9,10,7,-1,8.6,20112,1109035,Álgebra Vetorial e Geometria Analítica,111606,A,dme
0.5,2.5,0,-1,1,20112,1109035,Álgebra Vetorial e Geometria Analítica,112501,R,dme
1.5,2,0,-1,1.2,20112,1109035,Álgebra Vetorial e Geometria Analítica,112468,R,dme
1,0.5,0.5,-1,0.7,20112,1109035,Álgebra Vetorial e Geometria Analítica,112279,R,dme
5.2,6.5,9.3,-1,7,20112,1109035,Álgebra Vetorial e Geometria Analítica,112201,A,dme
6.3,7,8.5,-1,7.3,20112,1109035,Álgebra Vetorial e Geometria Analítica,112135,A,dme
8,3,0,-1,3.7,20112,1109035,Álgebra Vetorial e Geometria Analítica,112725,R,dme
2,0.5,0,-1,0.8,20112,1109035,Álgebra Vetorial e Geometria Analítica,112465,R,dme
8.8,6.5,7.5,-1,7.6,20112,1109035,Álgebra Vetorial e Geometria Analítica,112354,A,dme
5,2.5,0.5,-1,2.7,20112,1109035,Álgebra Vetorial e Geometria Analítica,112490,R,dme
7.8,4.3,0,-1,2.4,20112,1109035,Álgebra Vetorial e Geometria Analítica,112426,R,dme
2.5,5.5,4,1.5,3,20112,1109035,Álgebra Vetorial e Geometria Analítica,112303,R,dme
0.5,0.5,0,-1,0.3,20112,1109035,Álgebra Vetorial e Geometria Analítica,112424,R,dme
5,5.5,6.5,6.5,6,20112,1109035,Álgebra Vetorial e Geometria Analítica,111213,A,dme
5.9,4,0,-1,3.3,20112,1109035,Álgebra Vetorial e Geometria Analítica,111689,R,dme
4.3,5,5.5,5.5,5.1,20112,1109035,Álgebra Vetorial e Geometria Analítica,111582,A,dme
6,7.3,7,6.5,6.7,20112,1109035,Álgebra Vetorial e Geometria Analítica,102376,A,dme
0,1,3,-1,1.3,20112,1109035,Álgebra Vetorial e Geometria Analítica,102744,R,dme
8,7.5,4,3.5,5.3,20112,1109035,Álgebra Vetorial e Geometria Analítica,102664,A,dme
2.1,1,0,-1,1,20112,1109035,Álgebra Vetorial e Geometria Analítica,111198,R,dme
4,10,7,-1,7,20112,1109035,Álgebra Vetorial e Geometria Analítica,112720,A,dme
0,4,5.5,-1,3.2,20112,1109035,Álgebra Vetorial e Geometria Analítica,112460,R,dme
9.8,8,8,-1,8.6,20112,1109035,Álgebra Vetorial e Geometria Analítica,112438,A,dme
9.2,8.5,4.5,-1,7.4,20112,1109035,Álgebra Vetorial e Geometria Analítica,111532,A,dme
6.1,9.8,9,-1,8.3,20112,1109035,Álgebra Vetorial e Geometria Analítica,111324,A,dme
5.5,5.5,7.7,6,6.1,20112,1109035,Álgebra Vetorial e Geometria Analítica,112500,A,dme
2,0.5,0.5,-1,1,20112,1109035,Álgebra Vetorial e Geometria Analítica,112717,R,dme
10,10,4.2,-1,8.1,20112,1109035,Álgebra Vetorial e Geometria Analítica,112784,A,dme
1.6,1.5,0,-1,1,20112,1109035,Álgebra Vetorial e Geometria Analítica,112733,R,dme
4,5,5,9.5,6.6,20112,1109035,Álgebra Vetorial e Geometria Analítica,112697,A,dme
8.8,9.3,6.9,-1,8.3,20112,1109035,Álgebra Vetorial e Geometria Analítica,112679,A,dme
1,0,0,-1,0.3,20112,1109035,Álgebra Vetorial e Geometria Analítica,112195,R,dme
7,3,5.7,2,3.9,20112,1109035,Álgebra Vetorial e Geometria Analítica,112718,R,dme
4.5,5.5,4.5,7,5.7,20112,1109035,Álgebra Vetorial e Geometria Analítica,11240,A,dme
7.2,5.5,5.5,5.4,5.8,20112,1109035,Álgebra Vetorial e Geometria Analítica,111186,A,dme
3.7,2,0,-1,1.9,20112,1109035,Álgebra Vetorial e Geometria Analítica,111258,R,dme
3,5,0.5,-1,2.8,20112,1109035,Álgebra Vetorial e Geometria Analítica,102621,R,dme
5.5,8.1,9.5,-1,7.7,20112,1109035,Álgebra Vetorial e Geometria Analítica,102765,A,dme
5.1,4.5,0,-1,3.2,20112,1109035,Álgebra Vetorial e Geometria Analítica,111435,R,dme
2.9,9.8,7,5.5,6.2,20112,1109035,Álgebra Vetorial e Geometria Analítica,111255,A,dme
4,6.2,4.5,5.2,5,20112,1109035,Álgebra Vetorial e Geometria Analítica,10252,A,dme
0.8,0.5,0,-1,0.4,20112,1109035,Álgebra Vetorial e Geometria Analítica,112683,R,dme
5,4,5,7.5,5.8,20112,1109035,Álgebra Vetorial e Geometria Analítica,11285,A,dme
4,2,1.8,-1,2.6,20112,1109035,Álgebra Vetorial e Geometria Analítica,11282,R,dme
1,9.7,7.6,6.5,6.3,20112,1109035,Álgebra Vetorial e Geometria Analítica,102596,A,dme
6.5,2.5,0,-1,3,20112,1109035,Álgebra Vetorial e Geometria Analítica,102409,R,dme
3.5,2,0,-1,1.8,20112,1109035,Álgebra Vetorial e Geometria Analítica,112566,R,dme
7,5.5,1,8,5.9,20112,1109035,Álgebra Vetorial e Geometria Analítica,112346,A,dme
5,6,8.5,10,7.9,20112,1109035,Álgebra Vetorial e Geometria Analítica,112604,A,dme
7,3,4.7,6.6,5.6,20112,1109035,Álgebra Vetorial e Geometria Analítica,112171,A,dme
5,6.5,0,-1,3.8,20112,1109035,Álgebra Vetorial e Geometria Analítica,112411,R,dme
0.5,0,0,-1,0.2,20112,1109035,Álgebra Vetorial e Geometria Analítica,11266,R,dme
0,1.5,0,-1,0.5,20112,1109035,Álgebra Vetorial e Geometria Analítica,111395,R,dme
3,9.7,6.5,3.3,5.2,20112,1109035,Álgebra Vetorial e Geometria Analítica,111263,A,dme
