matricula,Projeto em Computação II,Álgebra Linear,Álgebra Vetorial e Geometria Analítica,Análise e Técnicas de Algoritmos,Avaliação de Desempenho de Sistemas Discretos,Banco de Dados I,Banco de Dados II,Cálculo Diferencial e Integral I,Cálculo Diferencial e Integral II,Compiladores,Direito e Cidadania,Engenharia de Software I,Estruturas de Dados e Algoritmos,Fundamentos de Física Clássica,Fundamentos de Física Moderna,Gerência da Informação,Informática e Sociedade,Inteligência Artificial I,Interconexão de Redes de Computadores,Introdução à Computação,Lab. de Engenharia de Software,Lab. de Estruturas de Dados e Algoritmos,Lab. de Interconexão de Redes de Computadores,Lab. de Organização e Arquitetura de Computadores,Lab. de Programação I,Lab. de Programação II,Leitura e Produção de Textos,Lógica Matemática,Matemática Discreta,Metodologia Científica,Métodos e Software Numéricos,Métodos Estatísticos,Organização e Arquitetura de Computadores,Paradigmas de Linguagem de Programação,Probabilidade e Estatística,Programação I,Programação II,Projeto em Computação I,Redes de Computadores,Sistemas de Informação I,Sistemas de Informação II,Sistemas Operacionais,Teoria da Computação,Teoria dos Grafos,
112210088,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,
112110031,NA,NA,NA,6.2,NA,6.3,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,8.0,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,6.3,NA,NA,NA,NA,NA,NA,7.5,NA,6.2,NA,NA,NA,
112110037,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,7.4,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,7.4,6.6,5.7,NA,NA,NA,NA,NA,NA,5.6,NA,NA,5.7,NA,NA,
112210874,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,
112210460,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,
112110080,NA,NA,NA,7.2,NA,NA,5.7,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7.0,NA,NA,NA,NA,NA,NA,NA,NA,5.0,7.7,NA,NA,
108210312,NA,NA,NA,6.7,NA,7.0,5.5,NA,NA,5.4,9.8,7.4,NA,NA,NA,NA,NA,NA,7.0,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,5.4,NA,NA,NA,NA,NA,7.9,7.0,NA,5.9,5.5,NA,NA,
108210282,NA,NA,NA,NA,7.6,NA,6.8,NA,NA,5.3,9.8,7.1,NA,NA,NA,NA,NA,NA,7.2,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,8.7,8.3,NA,5.2,NA,NA,NA,
108210003,NA,NA,NA,NA,7.6,NA,6.0,NA,NA,7.5,9.0,NA,NA,NA,NA,NA,NA,NA,7.3,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,8.5,7.8,NA,NA,NA,NA,NA,
108210039,NA,NA,NA,7.1,7.6,NA,6.9,NA,NA,6.0,9.2,7.7,NA,NA,NA,NA,NA,NA,5.5,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,8.5,7.4,NA,6.5,NA,NA,NA,
111210090,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,9.7,NA,NA,NA,NA,NA,NA,NA,7.0,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
107110006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
107210333,NA,NA,NA,NA,7.1,7.2,3.8,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,6.4,5.0,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,7.0,NA,5.0,NA,NA,NA,
108210351,NA,NA,NA,7.9,NA,7.7,5.8,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,7.0,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,7.3,7.0,NA,NA,
108210354,NA,NA,NA,7.1,6.4,7.8,6.2,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,7.9,7.2,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,7.9,7.8,NA,5.5,5.0,NA,NA,
105210138,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,
106210159,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,6.6,NA,NA,
112210955,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,
112110038,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,6.1,NA,NA,NA,7.0,7.3,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,
112210120,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,5.4,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,
112110087,NA,NA,NA,5.5,NA,NA,6.2,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,7.0,NA,5.2,6.4,NA,NA,NA,NA,NA,5.0,NA,7.0,5.9,NA,NA,
112110951,NA,NA,NA,6.1,NA,5.0,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,6.3,7.1,NA,NA,NA,NA,NA,4.5,NA,7.0,7.0,NA,NA,
111110073,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,6.4,7.1,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,9.0,NA,7.9,NA,7.8,NA,NA,NA,8.7,7.4,NA,NA,NA,7.7,NA,5.6,0.0,5.0,NA,8.0,NA,
111210429,NA,8.1,NA,NA,NA,4.0,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,7.4,NA,NA,NA,NA,7.0,NA,7.2,NA,NA,NA,5.4,NA,NA,5.4,8.3,NA,
109110115,NA,NA,NA,8.4,NA,6.3,NA,NA,NA,NA,8.8,6.1,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,6.1,NA,5.0,8.4,NA,NA,NA,NA,9.4,5.9,NA,7.0,7.3,NA,NA,
108210206,NA,NA,NA,NA,10.0,NA,7.4,NA,NA,8.1,9.8,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,8.5,8.1,NA,7.6,6.0,NA,NA,
109210013,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,
108110498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
109150028,NA,3.0,NA,NA,NA,3.4,5.9,NA,NA,NA,10.0,NA,3.3,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,5.0,NA,
112110952,NA,0.0,NA,NA,NA,8.4,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,7.4,NA,NA,NA,5.5,NA,5.5,NA,NA,NA,
111210949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,5.0,NA,
111110928,NA,5.0,5.0,NA,NA,NA,NA,0.0,NA,NA,10.0,NA,0.6,NA,NA,5.2,9.0,NA,NA,5.8,NA,0.4,NA,NA,7.2,7.3,NA,NA,5.1,NA,NA,NA,NA,NA,NA,7.2,5.6,NA,NA,2.8,NA,NA,5.2,6.0,
107110016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
104110023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
105210131,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,3.8,NA,NA,NA,NA,NA,
106110145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
109210287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,2.4,
110150011,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,
109210055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
110210393,NA,NA,7.4,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,0.0,7.9,NA,NA,7.0,NA,NA,NA,NA,7.0,4.3,NA,NA,6.2,NA,NA,NA,NA,NA,NA,7.0,3.2,NA,NA,NA,NA,NA,NA,6.3,
110210044,NA,1.8,NA,NA,NA,NA,NA,8.6,NA,NA,9.8,NA,5.0,NA,NA,4.3,8.3,NA,NA,NA,NA,7.5,NA,NA,NA,6.7,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,7.3,
112110034,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,
110210067,NA,0.0,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,7.4,
112110067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
112210664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
112210109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
112150732,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,5.1,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
112210468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
110210396,NA,NA,0.3,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,5.0,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,
110110063,NA,NA,6.0,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,0.0,NA,NA,NA,NA,NA,NA,3.9,
110210099,NA,NA,2.3,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,7.4,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,
111110129,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,
111110896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,0.0,NA,NA,1.4,NA,NA,NA,NA,NA,NA,6.5,0.0,NA,NA,NA,NA,NA,NA,1.8,
111110894,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,3.1,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
110210379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
110210558,NA,NA,1.2,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,
111110904,NA,NA,3.3,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,7.1,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,
110210103,NA,NA,1.7,NA,NA,NA,NA,1.7,NA,NA,2.0,NA,NA,NA,NA,1.0,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,
110210104,NA,NA,6.7,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,7.0,
111110096,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,8.2,10.0,NA,NA,8.7,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,7.8,NA,NA,NA,NA,NA,NA,NA,
111150288,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
111150280,NA,NA,1.5,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,7.6,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,0.0,NA,NA,NA,NA,NA,NA,NA,
110210117,NA,1.3,5.0,NA,NA,NA,NA,2.1,NA,NA,10.0,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,
111110927,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
111150430,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,3.4,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,5.0,
110210615,NA,NA,2.8,NA,NA,NA,NA,0.5,NA,NA,8.7,NA,NA,NA,NA,5.0,9.5,NA,NA,5.6,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,7.1,3.0,NA,NA,NA,NA,NA,NA,5.0,
110210614,NA,NA,7.7,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,
111110087,NA,NA,3.2,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,4.6,8.5,NA,NA,8.0,NA,NA,NA,NA,NA,0.4,NA,NA,3.8,NA,NA,NA,NA,NA,NA,7.0,1.0,NA,NA,NA,NA,NA,NA,7.4,
110210613,NA,NA,5.0,NA,NA,NA,NA,0.4,NA,NA,8.3,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,
110210069,NA,NA,6.3,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,5.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,2.0,
110210065,NA,3.3,NA,NA,NA,NA,NA,5.0,NA,NA,7.3,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,6.4,0.0,NA,NA,NA,NA,NA,NA,NA,
110210124,NA,NA,1.5,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,5.5,0.0,NA,NA,NA,NA,NA,NA,NA,
111110933,NA,NA,5.2,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,5.8,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,
111150427,NA,NA,7.0,NA,NA,NA,NA,1.6,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,
111110070,NA,NA,7.4,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,2.2,NA,NA,2.8,NA,NA,NA,NA,NA,NA,7.2,6.3,NA,NA,NA,NA,NA,NA,NA,
110210609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
110210054,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,9.8,NA,NA,NA,NA,0.0,8.0,NA,NA,NA,NA,NA,NA,NA,5.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,
110110120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,
111110066,NA,NA,0.7,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,3.0,NA,NA,5.9,NA,NA,NA,NA,NA,NA,7.5,4.6,NA,NA,NA,NA,NA,NA,2.6,
110210639,NA,NA,5.0,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,5.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,2.6,NA,NA,NA,NA,NA,NA,7.0,0.0,NA,NA,NA,NA,NA,NA,5.1,
111110069,NA,1.4,4.4,NA,NA,NA,NA,3.5,NA,NA,NA,NA,2.6,NA,NA,6.0,NA,NA,NA,5.6,NA,2.4,NA,NA,NA,3.8,NA,NA,5.0,NA,NA,NA,NA,NA,NA,5.7,3.9,NA,NA,7.7,NA,NA,4.6,5.0,
110210389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,
110210559,NA,NA,5.7,NA,NA,NA,NA,2.7,NA,NA,3.2,NA,NA,NA,NA,3.1,7.8,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,0.0,NA,NA,NA,NA,NA,NA,NA,
110210382,NA,NA,6.6,NA,NA,NA,NA,5.2,NA,NA,9.8,NA,NA,NA,NA,NA,7.8,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,
110210381,NA,NA,5.6,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,4.3,8.2,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,5.2,NA,NA,NA,NA,NA,NA,5.1,3.6,NA,NA,NA,NA,NA,3.1,5.3,
110210387,NA,NA,6.0,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,8.7,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,3.9,NA,NA,NA,NA,NA,NA,5.5,
110210557,NA,0.0,7.6,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,0.0,8.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,2.7,NA,NA,NA,NA,NA,NA,5.5,0.0,NA,NA,NA,NA,NA,NA,3.1,
111210064,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,
112190148,NA,NA,3.4,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,7.6,NA,NA,3.5,NA,NA,NA,NA,NA,NA,8.1,7.4,NA,NA,NA,NA,NA,NA,7.7,
112110874,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,5.8,NA,NA,NA,NA,1.5,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,0.7,NA,
111210657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
112110040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
112210951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
