nota1,nota2,nota3:nota4,nota5,nota6,nota7,nota8,media,final,disciplina,departamento,matricula
-1.0,0.5,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,-1.0,calculo dif e integral i,dme,112110108
6.0,10.0,9.8,10.0,8.8,-1.0,-1.0,-1.0,8.9,-1.0,introducao a computacao,dme,112110108
9.6,9.6,9.7,9.0,5.6,-1.0,-1.0,-1.0,8.6,-1.0,laboratorio de programacao i,dme,112110108
9.0,5.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,leitura e producao de textos,dme,112110108
9.6,9.6,9.7,9.0,5.6,10.0,9.3,-1.0,8.8,-1.0,programacao i,dme,112110108
7.8,3.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,8.0,tecc(algoritimos avancados ii),dme,112110108
3.0,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8,-1.0,algebra vetorial e geometria analitica,dme,112110874
7.6,1.9,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,4.2,2.5,ger?ncia da informacao,dme,112110874
6.5,4.1,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,4.9,introducao a computacao,dme,112110874
1.1,3.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,laboratorio de programacao i,dme,112110874
0.0,1.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,matematica discreta,dme,112110874
1.1,3.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,programacao i,dme,112110874
1.6,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,teoria da computacao,dme,112110874
9.5,10.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,economia,dme,112110875
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,fundamentos de fisica moderna,dme,112110875
9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,informatica e sociedade,dme,112110875
9.6,7.6,9.1,9.2,9.9,-1.0,-1.0,-1.0,9.1,-1.0,laboratorio de programacao i,dme,112110875
9.2,9.2,9.2,8.9,-1.0,-1.0,-1.0,-1.0,9.1,-1.0,laboratorio de programacao ii,dme,112110875
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,matematica discreta,dme,112110875
9.8,10.0,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,9.7,-1.0,metodos estatisticos,dme,112110875
9.6,7.6,9.1,9.2,9.9,9.8,8.2,-1.0,9.1,-1.0,programacao i,dme,112110875
9.0,9.1,8.5,9.2,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,programacao ii,dme,112110875
9.8,9.5,9.1,9.3,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,tec(principios de admin financeira),dme,112110875
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,tecc(algoritimos avancados ii),dme,112110875
10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,teoria dos grafos,dme,112110875
7.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.9,1.2,algebra linear i,dme,112110912
5.5,4.3,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,6.1,6.0,algebra vetorial e geometria analitica,dme,112110912
2.9,1.3,4.3,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,-1.0,calculo dif e integral i,dme,112110912
1.4,5.8,3.2,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,calculo dif e integral i,dme,112110912
9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,informatica e sociedade,dme,112110912
8.2,4.2,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,introducao a computacao,dme,112110912
7.3,6.2,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,laboratorio de programacao i,dme,112110912
4.4,5.2,5.8,5.7,-1.0,-1.0,-1.0,-1.0,5.7,6.2,laboratorio de programacao ii,dme,112110912
9.5,8.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,leitura e producao de textos,dme,112110912
3.8,5.3,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,6.5,matematica discreta,dme,112110912
7.3,6.2,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,programacao i,dme,112110912
6.5,3.5,7.0,5.1,-1.0,-1.0,-1.0,-1.0,5.6,5.6,programacao ii,dme,112110912
6.2,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,3.6,teoria dos grafos,dme,112110912
6.5,3.8,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,5.4,algebra vetorial e geometria analitica,dme,112110917
4.8,0.8,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.4,1.5,calculo dif e integral i,dme,112110917
6.2,6.6,5.8,6.0,10.0,-1.0,-1.0,-1.0,5.9,5.0,introducao a computacao,dme,112110917
3.3,2.3,4.0,5.6,6.6,6.2,5.3,-1.0,4.6,5.0,laboratorio de programacao i,dme,112110917
7.5,9.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,leitura e producao de textos,dme,112110917
3.3,2.3,4.0,5.6,6.6,6.2,5.3,-1.0,4.6,5.0,programacao i,dme,112110917
8.0,9.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,administracao,dme,112110919
7.8,4.2,5.8,8.4,-1.0,-1.0,-1.0,-1.0,6.8,7.0,banco de dados ii,dme,112110919
3.7,7.4,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,6.4,6.6,compiladores,dme,112110919
2.0,9.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,economia,dme,112110919
6.0,5.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.4,6.5,metodos e software numericos,dme,112110919
9.5,10.0,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.6,-1.0,projeto em computacao ii,dme,112110919
8.5,8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,sistemas de informacaes geograficas,dme,112110919
4.5,7.0,2.3,8.5,-1.0,-1.0,-1.0,-1.0,5.0,4.2,tecc(fundamentos de prog concorrente),dme,112110919
5.0,4.3,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.1,4.0,algebra linear i,dme,112110920
6.5,1.5,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,6.0,algebra linear i,dme,112110920
2.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3,-1.0,calculo diferencial e integral ii,dme,112110920
5.0,4.5,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.4,6.0,economia,dme,112110920
9.5,5.2,4.0,5.8,-1.0,-1.0,-1.0,-1.0,7.0,8.3,estrutura de dados e algoritmos,dme,112110920
4.3,5.8,10.0,6.2,-1.0,-1.0,-1.0,-1.0,5.6,4.5,lab.de estrutura de dados e algoritmos,dme,112110920
5.7,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,logica matematica,dme,112110920
8.3,8.3,2.9,-1.0,-1.0,-1.0,-1.0,-1.0,5.4,4.3,sistemas de informacao i,dme,112110920
7.3,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.1,-1.0,sociologia industrial i,dme,112110920
7.1,6.3,3.9,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,5.9,teoria da computacao,dme,112110920
-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.7,-1.0,banco de dados i,dme,112110922
0.0,1.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,fundamentos de fisica classica,dme,112110922
4.5,3.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,fundamentos de fisica classica,dme,112110922
5.7,4.2,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,7.8,logica matematica,dme,112110922
6.8,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,paradigmas de ling. de programacao,dme,112110922
-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,probabilidade e estatistica,dme,112110922
7.8,7.8,2.9,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,5.0,sistemas de informacao i,dme,112110922
4.5,-1.0,-1.0,7.2,-1.0,-1.0,-1.0,-1.0,2.9,-1.0,sistemas de informacao ii,dme,112110922
0.0,2.1,1.9,2.3,-1.0,-1.0,-1.0,-1.0,1.6,-1.0,tec(principios de admin financeira),dme,112110922
6.3,1.7,3.2,-1.0,-1.0,-1.0,-1.0,-1.0,3.7,-1.0,tecc(algoritmos  avancados iii ),dme,112110922
8.4,7.5,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,tecc(empreendedorismo em software),dme,112110922
2.5,5.0,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.4,-1.0,algebra vetorial e geometria analitica,dme,112110923
-1.0,3.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2,-1.0,calculo dif e integral i,dme,112110923
8.0,7.3,7.5,8.0,6.0,-1.0,-1.0,-1.0,7.5,-1.0,introducao a computacao,dme,112110923
5.9,8.6,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,laboratorio de programacao i,dme,112110923
7.0,7.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,leitura e producao de textos,dme,112110923
2.1,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,matematica discreta,dme,112110923
5.9,8.6,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,programacao i,dme,112110923
7.3,5.5,3.8,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.2,algebra linear i,dme,112110924
8.0,5.8,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,5.5,algebra vetorial e geometria analitica,dme,112110924
5.5,2.0,1.4,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,calculo dif e integral i,dme,112110924
8.0,8.7,4.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,calculo dif e integral i,dme,112110924
8.5,8.8,9.0,10.0,9.4,-1.0,-1.0,-1.0,9.1,-1.0,introducao a computacao,dme,112110924
7.3,5.6,7.3,8.4,9.0,9.7,8.3,-1.0,7.6,-1.0,laboratorio de programacao i,dme,112110924
6.5,6.8,8.6,5.7,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,laboratorio de programacao ii,dme,112110924
7.0,7.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,leitura e producao de textos,dme,112110924
7.7,8.3,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,matematica discreta,dme,112110924
7.3,5.6,7.3,8.4,9.0,9.7,8.3,-1.0,7.6,-1.0,programacao i,dme,112110924
4.9,4.8,7.5,7.3,-1.0,-1.0,-1.0,-1.0,6.5,7.2,programacao ii,dme,112110924
5.5,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,3.5,teoria dos grafos,dme,112110924
10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,introducao a computacao,dme,112110928
6.0,7.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,leitura e producao de textos,dme,112110928
1.4,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,matematica discreta,dme,112110928
10.0,10.0,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,algebra vetorial e geometria analitica,dme,112110929
9.0,9.8,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,calculo dif e integral i,dme,112110929
2.4,0.8,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.7,-1.0,calculo diferencial e integral ii,dme,112110929
8.5,9.2,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,fundamentos de fisica classica,dme,112110929
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,introducao a computacao,dme,112110929
8.5,9.2,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,laboratorio de programacao i,dme,112110929
7.6,9.8,10.0,9.4,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,laboratorio de programacao ii,dme,112110929
8.0,9.5,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,leitura e producao de textos,dme,112110929
8.5,9.2,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,programacao i,dme,112110929
9.3,8.9,10.0,9.1,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,programacao ii,dme,112110929
8.1,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,teoria dos grafos,dme,112110929
7.1,7.5,7.5,4.5,10.0,-1.0,-1.0,-1.0,7.0,-1.0,introducao a computacao,dme,112110933
7.9,5.7,5.3,6.9,5.0,-1.0,-1.0,-1.0,7.1,8.6,laboratorio de programacao i,dme,112110933
6.5,7.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,leitura e producao de textos,dme,112110933
6.2,8.4,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,matematica discreta,dme,112110933
8.0,5.6,5.3,6.9,5.0,6.8,7.6,-1.0,7.2,8.6,programacao i,dme,112110933
6.0,5.1,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.0,administracao,dme,112110934
7.5,3.0,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.8,2.0,algebra vetorial e geometria analitica,dme,112110934
8.0,5.7,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,algebra vetorial e geometria analitica,dme,112110934
4.9,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.6,-1.0,calculo dif e integral i,dme,112110934
-1.0,0.8,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3,-1.0,calculo dif e integral i,dme,112110934
4.9,4.0,7.6,9.0,0.0,-1.0,-1.0,-1.0,6.0,6.5,introducao a computacao,dme,112110934
9.7,6.4,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,laboratorio de programacao i,dme,112110934
6.0,5.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.2,6.0,leitura e producao de textos,dme,112110934
1.8,0.0,0.0,4.2,2.6,8.8,8.6,-1.0,1.9,-1.0,programacao i,dme,112110934
9.7,6.4,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,programacao i,dme,112110934
6.5,3.5,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,6.5,compiladores,dme,112110935
6.0,9.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,gerencia de redes de computadores,dme,112110935
8.0,8.1,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,ingl?s,dme,112110935
5.8,7.0,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,inteligencia artificial i,dme,112110935
6.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,sociologia industrial i,dme,112110935
8.5,8.0,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,algebra vetorial e geometria analitica,dme,112110936
9.3,8.0,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,calculo dif e integral i,dme,112110936
3.0,6.5,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,4.5,calculo diferencial e integral ii,dme,112110936
10.0,8.8,4.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,fundamentos de fisica classica,dme,112110936
7.5,8.9,8.3,8.0,9.2,-1.0,-1.0,-1.0,8.3,-1.0,introducao a computacao,dme,112110936
8.8,8.1,5.7,9.3,6.7,6.3,8.3,-1.0,7.6,-1.0,laboratorio de programacao i,dme,112110936
8.5,7.9,6.5,7.9,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,laboratorio de programacao ii,dme,112110936
9.0,9.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,leitura e producao de textos,dme,112110936
6.9,6.1,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,matematica discreta,dme,112110936
8.8,8.1,5.7,9.3,6.7,6.3,8.3,-1.0,7.7,-1.0,programacao i,dme,112110936
8.5,8.2,7.0,7.6,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,programacao ii,dme,112110936
4.1,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,5.5,teoria dos grafos,dme,112110936
4.5,9.8,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,algebra vetorial e geometria analitica,dme,112110937
3.0,7.8,2.4,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,3.4,calculo dif e integral i,dme,112110937
8.5,7.0,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,introducao a computacao,dme,112110937
6.6,6.0,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,4.9,laboratorio de programacao i,dme,112110937
9.5,8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,leitura e producao de textos,dme,112110937
6.6,6.0,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,4.9,programacao i,dme,112110937
9.5,8.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,algebra vetorial e geometria analitica,dme,112110938
6.4,2.0,4.6,-1.0,-1.0,-1.0,-1.0,-1.0,5.3,6.7,calculo dif e integral i,dme,112110938
2.0,6.3,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,calculo diferencial e integral ii,dme,112110938
7.5,6.6,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,fundamentos de fisica classica,dme,112110938
6.8,9.0,8.7,8.8,9.0,-1.0,-1.0,-1.0,8.4,-1.0,introducao a computacao,dme,112110938
6.5,5.6,7.2,7.5,8.8,9.3,9.1,-1.0,7.2,-1.0,laboratorio de programacao i,dme,112110938
7.9,8.5,6.2,7.9,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,laboratorio de programacao ii,dme,112110938
7.0,8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,leitura e producao de textos,dme,112110938
8.4,7.0,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,matematica discreta,dme,112110938
6.5,5.6,7.2,7.5,8.8,9.3,9.1,-1.0,7.2,-1.0,programacao i,dme,112110938
8.7,7.5,7.5,7.5,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,programacao ii,dme,112110938
7.0,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,4.5,teoria dos grafos,dme,112110938
9.3,7.5,9.6,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,algebra vetorial e geometria analitica,dme,112110940
6.5,5.8,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,calculo dif e integral i,dme,112110940
4.5,5.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.2,6.5,calculo diferencial e integral ii,dme,112110940
9.5,10.0,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,fundamentos de fisica classica,dme,112110940
8.0,8.4,8.1,8.1,9.2,-1.0,-1.0,-1.0,8.3,-1.0,introducao a computacao,dme,112110940
9.0,9.8,7.8,8.9,9.7,10.0,9.4,-1.0,9.1,-1.0,laboratorio de programacao i,dme,112110940
9.7,8.4,6.6,8.2,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,laboratorio de programacao ii,dme,112110940
9.5,9.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,leitura e producao de textos,dme,112110940
5.6,8.1,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,matematica discreta,dme,112110940
9.0,9.8,7.8,8.9,9.7,10.0,9.4,-1.0,9.0,-1.0,programacao i,dme,112110940
8.9,8.4,7.2,8.2,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,programacao ii,dme,112110940
5.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,teoria dos grafos,dme,112110940
8.0,5.8,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,4.5,algebra vetorial e geometria analitica,dme,112110941
7.8,7.0,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,calculo dif e integral i,dme,112110941
0.9,7.5,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,7.5,calculo diferencial e integral ii,dme,112110941
9.0,6.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,fundamentos de fisica classica,dme,112110941
9.7,7.8,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,introducao a computacao,dme,112110941
4.2,4.8,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,8.9,laboratorio de programacao i,dme,112110941
9.8,7.2,9.0,7.6,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,laboratorio de programacao ii,dme,112110941
9.5,10.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,leitura e producao de textos,dme,112110941
4.5,6.2,9.4,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,8.7,matematica discreta,dme,112110941
4.2,4.8,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,6.4,8.9,programacao i,dme,112110941
8.3,7.0,7.5,8.6,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,programacao ii,dme,112110941
5.8,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,4.5,teoria dos grafos,dme,112110941
7.0,9.3,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,algebra vetorial e geometria analitica,dme,112110943
8.7,3.1,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,6.2,6.5,calculo dif e integral i,dme,112110943
2.5,4.8,1.9,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,-1.0,calculo diferencial e integral ii,dme,112110943
3.5,8.9,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,6.5,fundamentos de fisica classica,dme,112110943
8.3,6.8,7.9,8.5,10.0,-1.0,-1.0,-1.0,8.1,-1.0,introducao a computacao,dme,112110943
6.1,2.0,7.8,6.2,8.7,8.8,9.3,-1.0,7.5,9.3,laboratorio de programacao i,dme,112110943
9.1,7.8,8.6,7.8,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,laboratorio de programacao ii,dme,112110943
7.0,8.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,leitura e producao de textos,dme,112110943
6.0,4.3,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,6.5,matematica discreta,dme,112110943
6.1,2.0,7.8,6.2,8.7,8.8,9.3,-1.0,7.4,9.3,programacao i,dme,112110943
7.8,6.8,8.7,8.5,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,programacao ii,dme,112110943
9.3,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.7,-1.0,teoria dos grafos,dme,112110943
3.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,algebra vetorial e geometria analitica,dme,112110944
5.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.8,-1.0,calculo dif e integral i,dme,112110944
8.5,7.6,7.8,7.7,7.8,-1.0,-1.0,-1.0,7.9,-1.0,introducao a computacao,dme,112110944
6.0,3.9,4.9,7.2,8.2,8.7,5.0,-1.0,7.1,8.7,laboratorio de programacao i,dme,112110944
6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2,-1.0,leitura e producao de textos,dme,112110944
1.4,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,matematica discreta,dme,112110944
6.0,3.9,4.9,7.2,8.2,8.7,5.0,-1.0,7.1,8.7,programacao i,dme,112110944
7.5,5.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,teoria dos grafos,dme,112110944
8.0,10.0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,algebra vetorial e geometria analitica,dme,112110945
8.6,7.0,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,calculo dif e integral i,dme,112110945
6.5,8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,calculo diferencial e integral ii,dme,112110945
8.5,9.2,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,fundamentos de fisica classica,dme,112110945
9.7,9.9,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,introducao a computacao,dme,112110945
9.3,8.6,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,laboratorio de programacao i,dme,112110945
8.8,9.8,10.0,9.4,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,laboratorio de programacao ii,dme,112110945
10.0,10.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.7,-1.0,leitura e producao de textos,dme,112110945
9.1,9.7,9.6,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,matematica discreta,dme,112110945
9.3,8.6,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,programacao i,dme,112110945
9.0,10.0,9.2,9.2,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,programacao ii,dme,112110945
9.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,teoria dos grafos,dme,112110945
9.5,5.8,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,algebra vetorial e geometria analitica,dme,112110947
8.3,4.8,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,calculo dif e integral i,dme,112110947
1.0,3.5,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,calculo diferencial e integral ii,dme,112110947
8.0,5.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,fundamentos de fisica classica,dme,112110947
9.2,5.9,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,introducao a computacao,dme,112110947
8.6,8.3,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,laboratorio de programacao i,dme,112110947
8.6,7.9,8.2,6.7,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,laboratorio de programacao ii,dme,112110947
8.5,8.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,leitura e producao de textos,dme,112110947
6.2,6.4,9.4,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,matematica discreta,dme,112110947
8.6,8.3,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,programacao i,dme,112110947
8.5,5.8,5.8,8.2,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,programacao ii,dme,112110947
7.0,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,teoria dos grafos,dme,112110947
4.3,9.0,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,algebra vetorial e geometria analitica,dme,112110948
