nota1,nota2,nota3:nota4,nota5,nota6,nota7,nota8,media,final,disciplina,departamento,matricula
9.1,6.6,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,redes neurais,dme,106210601
6.5,0.0,5.0,7.0,8.0,-1.0,-1.0,-1.0,6.4,8.0,tecc(economia de tecnologia da informaca,dme,106210601
7.0,8.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,tecc(fund e aplic. de realidade virtual,dme,106210601
7.7,8.0,6.2,6.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,aval.de desempenho de sistemas discretos,dme,107110001
8.0,8.6,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,compiladores,dme,107110001
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,estagio integrado,dme,107110001
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,metodos e software numericos,dme,107110001
8.0,7.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,projeto em computacao ii,dme,107110001
9.0,9.3,3.7,6.5,7.0,-1.0,-1.0,-1.0,7.1,-1.0,tecc(economia de tecnologia da informaca,dme,107110001
7.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,basquetebol - masc,dme,107110003
7.2,9.0,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,inteligencia artificial i,dme,107110003
5.3,10.0,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,interconex?o de redes de computadores,dme,107110003
5.3,10.0,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,lab.de intercon.de redes de computadores,dme,107110003
8.0,7.0,7.0,8.0,8.0,8.0,-1.0,-1.0,7.9,-1.0,projeto em computacao i,dme,107110003
9.0,9.0,7.5,7.8,7.2,6.0,-1.0,-1.0,7.8,-1.0,projeto em computacao ii,dme,107110003
8.7,8.0,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,redes neurais,dme,107110003
8.5,8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,seminarios (educacao ambiental),dme,107110003
7.7,8.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,tecc(fund e aplic. de realidade virtual,dme,107110003
8.5,8.0,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,tecc(modelagem de ambientes virtuais),dme,107110003
7.0,10.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,tecc(seguranca em redes de computadores),dme,107110003
7.3,7.2,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,tecc(sistemas de recup da informacao),dme,107110003
7.9,9.1,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.9,7.1,tecc(visao computacional),dme,107110003
7.9,7.6,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,compiladores,dme,107110005
8.9,8.9,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,metodos e software numericos,dme,107110005
9.5,8.0,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,projeto em computacao ii,dme,107110005
9.0,9.3,3.7,6.5,7.0,-1.0,-1.0,-1.0,7.1,-1.0,tecc(economia de tecnologia da informaca,dme,107110005
8.5,8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,tecc(empreendedorismo em software),dme,107110005
8.2,9.6,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,tecc(seguranca em redes de computadores),dme,107110005
7.0,7.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,tecc(economia de tecnologia da informaca,dme,107110006
9.0,8.0,8.0,5.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,aval.de desempenho de sistemas discretos,dme,107110012
10.0,10.0,10.0,9.0,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,estagio integrado,dme,107110012
9.5,9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,metodos e software numericos,dme,107110012
9.5,9.5,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,projeto em computacao ii,dme,107110012
8.5,9.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,seminarios (educacao ambiental),dme,107110012
8.9,8.0,6.0,5.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,aval.de desempenho de sistemas discretos,dme,107110014
10.0,7.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,economia,dme,107110014
9.5,9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,metodos e software numericos,dme,107110014
9.0,7.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,projeto em computacao ii,dme,107110014
7.2,9.3,7.0,9.0,8.0,-1.0,-1.0,-1.0,8.1,-1.0,tecc(economia de tecnologia da informaca,dme,107110014
10.0,10.0,10.0,9.0,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,estagio integrado,dme,107110016
9.1,9.2,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,inteligencia artificial i,dme,107110016
8.1,8.1,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,metodos e software numericos,dme,107110016
9.3,8.5,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,redes neurais,dme,107110016
6.0,8.8,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,sistemas operacionais,dme,107110016
8.0,8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,tecc(redes ad hoc sem fio),dme,107110016
7.6,8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,administracao,dme,107110017
8.0,8.0,6.2,6.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,aval.de desempenho de sistemas discretos,dme,107110017
6.6,4.7,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,6.7,compiladores,dme,107110017
9.5,7.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,economia,dme,107110017
8.6,7.6,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,inteligencia artificial i,dme,107110017
5.0,5.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,6.6,7.5,metodos e software numericos,dme,107110017
8.0,6.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,metodos estatisticos,dme,107110017
9.5,8.0,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,projeto em computacao ii,dme,107110017
8.5,8.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,seminarios (educacao ambiental),dme,107110017
9.0,9.3,3.7,6.5,7.0,-1.0,-1.0,-1.0,7.1,-1.0,tecc(economia de tecnologia da informaca,dme,107110017
8.5,8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,tecc(empreendedorismo em software),dme,107110017
5.9,7.0,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,4.2,tecc(seguranca em redes de computadores),dme,107110017
7.9,8.0,6.2,6.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,aval.de desempenho de sistemas discretos,dme,107110021
8.2,7.9,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,compiladores,dme,107110021
9.5,9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,estagio integrado,dme,107110021
9.9,9.9,9.9,-1.0,-1.0,-1.0,-1.0,-1.0,9.9,-1.0,metodos e software numericos,dme,107110021
8.3,7.5,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,projeto em computacao ii,dme,107110021
9.0,7.0,7.7,7.5,7.5,-1.0,-1.0,-1.0,7.7,-1.0,tecc(economia de tecnologia da informaca,dme,107110021
5.4,10.0,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,tecc(seguranca em redes de computadores),dme,107110021
8.4,7.9,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,compiladores,dme,107110025
10.0,9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,9.1,-1.0,estagio integrado,dme,107110025
8.0,8.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,seminarios (educacao ambiental),dme,107110025
9.0,7.0,7.7,7.5,7.5,-1.0,-1.0,-1.0,7.7,-1.0,tecc(economia de tecnologia da informaca,dme,107110025
8.8,8.1,6.0,5.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,aval.de desempenho de sistemas discretos,dme,107110028
10.0,10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,estagio integrado,dme,107110028
9.6,9.6,9.6,-1.0,-1.0,-1.0,-1.0,-1.0,9.6,-1.0,metodos e software numericos,dme,107110028
9.5,9.5,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,projeto em computacao ii,dme,107110028
6.2,8.0,6.2,6.0,-1.0,-1.0,-1.0,-1.0,6.3,6.0,aval.de desempenho de sistemas discretos,dme,107110030
8.9,8.1,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,inteligencia artificial i,dme,107110030
3.5,3.4,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,5.8,interconex?o de redes de computadores,dme,107110030
3.5,3.4,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,5.8,lab.de intercon.de redes de computadores,dme,107110030
7.5,5.0,6.0,6.5,-1.0,-1.0,-1.0,-1.0,6.6,7.0,metodos e software numericos,dme,107110030
9.0,8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,projeto em computacao i,dme,107110030
6.2,10.0,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,projeto em computacao ii,dme,107110030
9.0,7.1,7.0,5.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,tecc(fundamentos de prog concorrente),dme,107110030
6.0,4.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.0,tecc(metodos e p t g m dados historicos),dme,107110030
8.3,9.3,8.0,9.5,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,aval.de desempenho de sistemas discretos,dme,107110031
9.0,8.5,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,projeto em computacao ii,dme,107110031
6.0,6.3,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,analise e tecnica de algoritmos,dme,107110032
5.9,2.3,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.5,banco de dados i,dme,107110032
4.7,7.2,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,8.8,compiladores,dme,107110032
7.6,7.6,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,engenharia de software i,dme,107110032
5.5,9.0,9.0,9.5,4.0,7.5,5.2,-1.0,7.0,-1.0,lab.de org.e arquitetura de computadores,dme,107110032
7.8,7.3,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,laboratorio de engenharia de software,dme,107110032
5.9,5.9,5.9,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,5.6,logica matematica,dme,107110032
7.0,4.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.7,4.8,metodos estatisticos,dme,107110032
7.9,8.2,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,org.e arquitetura de computadores i,dme,107110032
5.6,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,paradigmas de ling. de programacao,dme,107110032
8.0,8.0,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,probabilidade e estatistica,dme,107110032
8.0,4.0,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.2,redes de computadores,dme,107110032
10.0,7.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,relacoes humanas,dme,107110032
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,seminarios (educacao ambiental),dme,107110032
4.2,7.0,6.3,6.1,-1.0,-1.0,-1.0,-1.0,5.5,4.9,sistemas de informacao ii,dme,107110032
6.5,6.5,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,6.6,6.6,sistemas operacionais,dme,107110032
10.0,8.1,8.0,10.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,tec(principios de admin financeira),dme,107110032
8.0,8.0,8.0,8.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,tecc(empreendedorismo em software),dme,107110032
8.9,8.0,8.0,5.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,aval.de desempenho de sistemas discretos,dme,107110035
9.5,9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,metodos e software numericos,dme,107110035
9.5,9.5,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,projeto em computacao ii,dme,107110035
8.5,8.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,seminarios (educacao ambiental),dme,107110035
9.0,7.0,7.7,7.5,7.5,-1.0,-1.0,-1.0,7.7,-1.0,tecc(economia de tecnologia da informaca,dme,107110035
6.1,6.0,6.0,4.2,-1.0,-1.0,-1.0,-1.0,5.0,4.2,aval.de desempenho de sistemas discretos,dme,107110434
6.7,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,7.1,compiladores,dme,107110434
9.5,9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,estagio integrado,dme,107110434
3.1,8.5,7.4,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,8.0,interconex?o de redes de computadores,dme,107110434
3.1,8.5,7.4,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,8.0,lab.de intercon.de redes de computadores,dme,107110434
5.0,5.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,6.6,7.5,metodos e software numericos,dme,107110434
6.2,10.0,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,projeto em computacao ii,dme,107110434
10.0,7.8,7.8,9.6,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,tec(principios de admin financeira),dme,107110434
5.9,8.0,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,compiladores,dme,107110436
8.6,7.1,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,inteligencia artificial i,dme,107110436
9.3,9.3,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,metodos e software numericos,dme,107110436
9.5,8.5,8.5,9.0,9.0,9.0,-1.0,-1.0,9.1,-1.0,projeto em computacao i,dme,107110436
10.0,9.5,9.0,9.0,8.9,8.9,-1.0,-1.0,9.2,-1.0,projeto em computacao ii,dme,107110436
8.0,8.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,seminarios (educacao ambiental),dme,107110436
9.0,10.0,10.0,8.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,tecc(administracao de sistemas),dme,107110436
8.0,7.0,8.5,7.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,tecc(economia de tecnologia da informaca,dme,107110436
9.2,10.0,9.6,-1.0,-1.0,-1.0,-1.0,-1.0,9.6,-1.0,tecc(seguranca em redes de computadores),dme,107110436
7.5,7.8,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,tecc(sistemas de recup da informacao),dme,107110436
4.2,4.2,4.2,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,analise e tecnica de algoritmos,dme,107110437
9.4,5.5,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,analise e tecnica de algoritmos,dme,107110437
8.2,7.5,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,aval.de desempenho de sistemas discretos,dme,107110437
6.7,6.1,6.0,7.7,-1.0,-1.0,-1.0,-1.0,6.5,6.3,banco de dados ii,dme,107110437
4.8,4.5,3.9,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,7.5,compiladores,dme,107110437
9.6,9.5,9.6,-1.0,-1.0,-1.0,-1.0,-1.0,9.6,-1.0,gerencia de redes de computadores,dme,107110437
8.0,8.7,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,ingl?s,dme,107110437
9.0,9.3,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,inteligencia artificial i,dme,107110437
7.3,7.4,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,interconex?o de redes de computadores,dme,107110437
7.3,7.4,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,lab.de intercon.de redes de computadores,dme,107110437
6.5,5.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,6.5,metodos e software numericos,dme,107110437
7.0,8.0,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,projeto em computacao i,dme,107110437
6.0,7.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,projeto em computacao ii,dme,107110437
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,seminarios (educacao ambiental),dme,107110437
7.5,8.7,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,sistemas de informacaes geograficas,dme,107110437
6.8,9.5,4.0,8.2,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,tecc(fundamentos de prog concorrente),dme,107110437
8.5,6.5,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,tecc(modelagem de ambientes virtuais),dme,107110437
6.8,10.0,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,tecc(seguranca em redes de computadores),dme,107110437
7.5,7.5,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,tecc(sistemas de recup da informacao),dme,107110437
8.2,7.9,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,8.3,tecc(visao computacional),dme,107110437
9.5,6.5,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,6.3,projeto em computacao ii,dme,107110563
9.0,9.5,9.5,6.5,0.0,-1.0,-1.0,-1.0,6.5,6.0,tecc(economia de tecnologia da informaca,dme,107110563
8.5,8.2,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,tecc(modelagem de ambientes virtuais),dme,107110563
8.2,8.5,8.3,8.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,aval.de desempenho de sistemas discretos,dme,107110610
8.5,6.6,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,inteligencia artificial i,dme,107110610
7.9,7.9,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,metodos e software numericos,dme,107110610
9.0,8.5,7.2,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,projeto em computacao ii,dme,107110610
8.5,9.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,sistemas de informacaes geograficas,dme,107110610
6.5,9.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,sistemas operacionais,dme,107110610
7.0,8.3,7.5,7.5,8.0,-1.0,-1.0,-1.0,7.7,-1.0,tecc(economia de tecnologia da informaca,dme,107110610
8.5,8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,tecc(empreendedorismo em software),dme,107110610
8.2,8.0,6.0,5.0,-1.0,-1.0,-1.0,-1.0,6.1,5.0,aval.de desempenho de sistemas discretos,dme,107210001
6.4,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,8.7,compiladores,dme,107210001
8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,futsal,dme,107210001
8.3,8.3,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,metodos e software numericos,dme,107210001
9.0,9.0,8.5,9.0,8.5,9.0,-1.0,-1.0,8.9,-1.0,projeto em computacao i,dme,107210001
8.0,8.0,9.0,7.4,8.4,9.2,-1.0,-1.0,8.3,-1.0,projeto em computacao ii,dme,107210001
8.7,8.3,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,sistemas de informacaes geograficas,dme,107210001
5.0,7.0,7.5,8.0,-1.0,-1.0,-1.0,-1.0,7.3,8.0,tecc(economia de tecnologia da informaca,dme,107210001
6.3,9.5,4.0,8.8,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,tecc(fundamentos de prog concorrente),dme,107210001
6.5,8.8,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,tecc(seguranca em redes de computadores),dme,107210001
8.5,7.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,tecc(sistemas de recup da informacao),dme,107210001
9.5,8.0,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,administracao,dme,107210004
9.5,10.0,9.6,-1.0,-1.0,-1.0,-1.0,-1.0,9.7,-1.0,aval.de desempenho de sistemas discretos,dme,107210004
6.6,9.3,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,banco de dados i,dme,107210004
4.0,6.1,6.1,7.3,-1.0,-1.0,-1.0,-1.0,6.4,7.1,banco de dados ii,dme,107210004
8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,basquetebol - masc,dme,107210004
6.9,5.7,4.3,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,6.0,compiladores,dme,107210004
9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,futsal,dme,107210004
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,gerencia de redes de computadores,dme,107210004
8.7,7.9,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,inteligencia artificial i,dme,107210004
7.3,8.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,interconex?o de redes de computadores,dme,107210004
7.3,8.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,lab.de intercon.de redes de computadores,dme,107210004
8.2,7.9,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,laboratorio de engenharia de software,dme,107210004
7.0,7.5,8.0,7.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,metodos e software numericos,dme,107210004
9.0,8.1,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,projeto de redes de computadores,dme,107210004
7.5,8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,projeto em computacao i,dme,107210004
8.5,9.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,projeto em computacao ii,dme,107210004
8.6,8.5,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,redes de computadores,dme,107210004
7.2,9.9,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,redes neurais,dme,107210004
9.0,10.0,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,9.6,-1.0,relacoes humanas,dme,107210004
9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,sociologia industrial i,dme,107210004
10.0,7.7,8.4,9.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,tec(principios de admin financeira),dme,107210004
8.0,8.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,tecc(economia de tecnologia da informaca,dme,107210004
7.0,8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,administracao,dme,107210007
7.7,10.0,6.5,7.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,aval.de desempenho de sistemas discretos,dme,107210007
8.5,6.3,5.7,7.5,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,banco de dados ii,dme,107210007
8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,basquetebol - masc,dme,107210007
10.0,6.2,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,economia,dme,107210007
8.5,7.7,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,empreendedorismo,dme,107210007
8.1,9.2,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,inteligencia artificial i,dme,107210007
5.8,8.1,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,interconex?o de redes de computadores,dme,107210007
5.8,8.1,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,lab.de intercon.de redes de computadores,dme,107210007
9.5,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.8,-1.0,laboratorio de engenharia de software,dme,107210007
7.0,7.5,8.0,7.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,metodos e software numericos,dme,107210007
9.5,9.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,projeto em computacao i,dme,107210007
9.5,10.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,projeto em computacao ii,dme,107210007
5.5,6.4,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,7.0,sistemas operacionais,dme,107210007
9.5,7.9,7.9,9.8,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,tec(principios de admin financeira),dme,107210007
10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,tecc(didatica em ciencia da computacao),dme,107210007
8.0,8.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,tecc(economia de tecnologia da informaca,dme,107210007
7.7,9.2,6.0,7.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,aval.de desempenho de sistemas discretos,dme,107210009
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,empreendedorismo,dme,107210009
7.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,paradigmas de ling. de programacao,dme,107210009
7.5,8.0,7.5,6.0,7.0,7.0,-1.0,-1.0,7.1,-1.0,projeto em computacao i,dme,107210009
8.0,6.0,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,6.4,6.5,redes de computadores,dme,107210009
8.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,sociologia industrial i,dme,107210009
9.2,7.4,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,analise e tecnica de algoritmos,dme,107210010
9.2,10.0,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,aval.de desempenho de sistemas discretos,dme,107210010
6.6,7.0,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,banco de dados i,dme,107210010
7.9,3.1,3.7,4.7,-1.0,-1.0,-1.0,-1.0,5.5,6.3,banco de dados ii,dme,107210010
3.9,2.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.1,-1.0,compiladores,dme,107210010
8.8,8.4,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,compiladores,dme,107210010
8.0,7.4,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,inteligencia artificial i,dme,107210010
